ruleset_index	matches	time_ms
0	[(5,7489),(7,8429),(8,15024),(11,14760),(12,21886),(15,15420),(16,9010),(20,8274),(21,6743),(22,9462),(23,24193),(25,1264),(26,15158),(29,12617),(34,9270),(36,1921),(37,12363),(43,15539),(46,10419),(53,18827),(55,7422),(59,22717),(63,10428),(67,7202),(68,15209),(70,8654),(71,2010),(74,20958),(75,3085),(76,8168),(79,19163),(80,24429),(84,24034),(92,23652)]	273.602073
1	[(0,7794),(5,6422),(11,4677),(14,11570),(17,21375),(20,6314),(21,5942),(22,7385),(29,10981),(32,22124),(34,16103),(36,4477),(38,7662),(43,4691),(44,21623),(46,649),(47,18064),(51,9694),(53,16418),(54,23650),(56,10380),(64,17403),(67,11739),(71,14394),(73,21158),(75,451),(82,7715),(85,14688)]	186.117379
2	[(8,15554),(10,5462),(14,8453),(18,3462),(29,2064),(30,8513),(33,6206),(36,13251),(37,22440),(41,7942),(44,3625),(45,10812),(49,13491),(54,12436),(58,4576),(59,5622),(61,11121),(62,5520),(64,19163),(65,24429),(67,23371),(70,23870),(71,19260),(73,1723),(75,16202),(80,7877),(86,7519),(87,19739),(88,24182),(89,486),(92,889)]	130.601683
3	[(0,13353),(2,20261),(5,4175),(8,19799),(16,15165),(17,21722),(18,17833),(19,17210),(23,12086),(27,18811),(29,6220),(30,7806),(32,14527),(33,4210),(38,2009),(45,17),(49,18804),(51,21313),(52,15695),(54,13714),(57,6759),(58,3657),(63,3860),(65,9774),(68,3610),(69,22310),(71,23120),(73,466),(78,4398),(81,8380),(82,24091),(85,3868),(86,10011),(87,24332),(89,10681),(91,24557)]	138.422246
4	[(1,12548),(2,2505),(4,24441),(5,18262),(14,4529),(18,2048),(19,13521),(21,14855),(26,23444),(28,15281),(29,16864),(32,21860),(36,22986),(39,18799),(40,7094),(43,12776),(47,6488),(52,13892),(53,11323),(61,24042),(62,1317),(63,10275),(64,4619),(66,18612),(69,21663),(75,2560),(76,6858),(81,22675),(82,18751),(85,5646),(88,10813),(89,23459),(92,9933)]	91.475359
5	[(0,11140),(1,14588),(7,23963),(8,13275),(10,19265),(11,18615),(12,2244),(14,2526),(15,635),(17,16782),(20,74),(21,21401),(22,4649),(25,471),(31,16610),(33,4106),(34,18686),(35,9516),(39,1988),(41,2662),(42,20990),(47,19327),(48,12040),(52,17427),(54,22205),(56,1262),(58,11200),(62,12380),(65,13780),(66,11837),(72,5575),(73,11364),(75,11008),(83,5314),(84,10122),(86,6770),(87,21167),(90,21459),(92,1041)]	67.652200
6	[(1,22341),(2,15559),(4,11002),(7,5076),(10,11086),(12,24551),(16,11690),(17,17306),(18,17449),(22,7718),(25,10725),(30,8724),(32,12767),(35,10337),(37,10837),(38,16338),(44,21540),(52,14116),(54,13995),(59,3558),(65,1149),(66,16449),(67,16647),(69,4040),(75,18641),(77,14375),(79,11397),(84,21343),(86,3270),(87,2564),(90,18912),(91,8085)]	69.516518
7	[(3,10397),(6,19940),(10,1248),(15,8780),(16,9972),(18,13719),(22,17319),(23,13522),(25,4726),(26,16035),(30,21301),(32,21077),(35,10673),(37,4164),(40,15656),(43,22039),(45,22099),(46,19146),(49,4070),(51,3308),(54,18258),(56,5454),(57,19368),(60,23173),(63,6138),(66,22288),(68,10097),(69,24595),(70,19834),(75,20340),(76,24124),(77,2451),(78,18000),(81,6978),(85,21273),(86,6182),(87,18018),(88,12519),(91,3853)]	67.377729
8	[(2,4431),(6,81),(8,18246),(9,18842),(17,13119),(18,7185),(19,2181),(24,11456),(31,4342),(33,16099),(36,3458),(37,18976),(38,5982),(40,16169),(43,9777),(47,3457),(48,21096),(52,16891),(55,2422),(56,15944),(57,3892),(63,73),(64,19777),(66,13321),(69,22100),(78,3504),(82,11737),(83,18455),(86,1302),(89,24387),(91,11844)]	67.224671
9	[(3,20761),(5,5846),(6,12181),(9,3902),(10,20520),(11,19378),(14,23622),(15,16398),(16,5827),(18,22992),(44,1128),(47,15289),(50,2037),(51,4128),(53,1497),(54,21743),(55,22158),(58,13111),(62,13635),(66,18544),(69,18208),(73,14627),(80,19508),(84,6055),(85,23159),(90,597),(91,11618)]	69.229930
10	[(1,21928),(2,3631),(3,22927),(5,11899),(7,14810),(11,21340),(20,21814),(24,1179),(28,15077),(29,13245),(36,10507),(38,8682),(39,12050),(40,16942),(42,11075),(43,7821),(49,12558),(52,1488),(53,15953),(54,5801),(58,18444),(64,8456),(67,23247),(73,18240),(78,19930),(80,21207),(82,7897),(88,2908),(89,12308),(90,24641)]	73.358469
11	[(0,8634),(1,3233),(2,14649),(3,11213),(5,16202),(6,13921),(11,16714),(13,14053),(14,10821),(15,7921),(16,1370),(20,17500),(22,13173),(24,17180),(25,7343),(27,5974),(33,24183),(35,6375),(38,15354),(42,18304),(44,3438),(46,23983),(47,16907),(48,16047),(49,824),(52,16109),(53,9938),(56,7330),(58,5130),(63,15326),(67,1888),(68,3003),(71,10923),(72,17673),(73,24653),(76,9566),(77,16137),(78,17709),(82,3912),(90,23855)]	69.721815
12	[(2,3865),(8,18235),(9,10519),(10,8891),(13,1271),(15,24520),(17,2884),(18,16669),(19,789),(20,14504),(22,22229),(28,21605),(31,24276),(35,15633),(36,2333),(38,21273),(39,21801),(42,21980),(46,3465),(49,22828),(51,6978),(52,6885),(54,14394),(56,21158),(59,24365),(60,4163),(62,18069),(63,21259),(65,11451),(67,14860),(68,22385),(69,5112),(72,18340),(74,19328),(76,11775),(77,7999),(78,23092),(80,23622),(81,16398),(82,1041),(87,14012),(90,10311),(91,15383)]	86.854231
13	[(2,20563),(3,5772),(7,24611),(10,6717),(12,1355),(15,8202),(17,6063),(18,15557),(22,9828),(24,19413),(25,1863),(26,23020),(27,19871),(28,11686),(32,5690),(33,19730),(35,804),(36,14334),(38,4326),(43,20211),(44,8692),(46,3404),(47,2167),(48,18271),(52,27),(56,15313),(60,17778),(63,22989),(64,4551),(65,9802),(66,20834),(67,11157),(68,16552),(72,14012),(75,21647),(76,16759),(77,11491),(79,16136),(85,12918)]	67.747741
14	[(1,22971),(2,2145),(4,11290),(5,12469),(7,5139),(9,23050),(13,19399),(14,13840),(15,12182),(21,23593),(22,24231),(23,23127),(25,4820),(28,23934),(29,10675),(33,12859),(35,21995),(37,14962),(38,18718),(39,21241),(45,19261),(49,23138),(51,15407),(54,5983),(55,15523),(59,3526),(60,10005),(65,21649),(67,20483),(69,815),(70,3538),(74,5050),(78,11980),(81,13184),(82,18154),(83,2897),(84,23749),(85,21669),(86,17243),(88,22576),(92,22552)]	69.795889
15	[(2,20946),(4,10864),(6,16778),(8,9090),(14,16468),(18,18890),(21,11882),(25,17364),(26,8819),(27,5265),(28,10054),(29,5761),(31,21016),(44,19583),(46,3766),(49,2446),(51,821),(55,8355),(58,16296),(60,11402),(64,4146),(67,21587),(72,14436),(76,16407),(77,22707),(78,19661),(79,14582),(82,13117),(83,8259),(84,23074),(85,11045),(88,1821),(89,16799),(90,22824),(91,7560)]	70.000439
16	[(0,1596),(3,4542),(4,9167),(5,14481),(6,324),(7,14062),(8,15194),(10,6519),(11,18750),(15,20396),(18,8739),(21,8872),(24,14821),(29,9654),(32,13563),(35,6401),(37,6073),(44,13757),(46,23362),(48,7214),(50,23450),(52,6239),(57,14173),(61,5952),(62,18023),(64,13093),(65,23158),(66,5653),(68,5184),(69,19568),(70,12611),(72,1508),(74,9868),(83,14897),(84,1316),(87,19903),(88,22087),(89,5386)]	69.726446
17	[(3,23954),(4,21817),(5,11761),(6,1691),(19,22584),(21,4488),(22,5221),(23,5087),(24,1249),(29,3945),(31,17141),(33,20164),(35,15476),(36,21518),(37,10970),(45,9338),(46,16473),(47,11137),(48,4674),(52,24352),(55,17253),(59,16611),(60,4583),(61,3921),(62,7025),(66,2049),(69,12633),(70,11650),(74,11277),(82,16404),(84,24533),(91,19480),(92,16600)]	70.722717
18	[(1,24542),(2,6474),(11,16912),(13,16184),(21,13551),(23,12831),(24,15367),(25,12452),(27,9691),(30,23504),(32,9994),(35,6036),(36,4528),(41,17409),(44,10139),(49,8075),(50,21715),(53,17374),(55,8314),(61,805),(62,19994),(68,1043),(71,11667),(75,6512),(77,18167),(80,9789),(85,757),(90,21012),(91,6630)]	67.363418
19	[(0,7043),(2,12518),(4,8448),(5,10610),(12,3556),(16,13310),(17,15261),(20,23798),(21,12246),(25,2076),(26,5700),(28,15538),(32,22445),(34,21589),(36,14126),(38,342),(39,6426),(41,10624),(45,24292),(46,15093),(48,5191),(49,257),(50,5054),(54,10947),(56,3853),(57,10041),(58,23709),(64,2967),(67,22733),(68,20963),(71,9971),(73,16276),(75,16849),(78,21202),(83,18617),(84,16278),(88,10786),(91,5927),(92,973)]	73.111379
20	[(1,529),(5,19611),(9,8270),(12,21402),(13,2032),(19,15006),(22,17886),(25,5830),(26,2201),(31,20982),(32,15112),(39,18240),(44,1175),(45,24366),(47,15336),(52,5976),(53,19354),(57,4689),(58,18113),(59,4514),(60,4135),(61,6534),(64,15450),(67,1538),(69,8559),(71,13123),(78,34),(79,20657),(80,23592),(81,10920),(85,4673),(88,3540),(92,7481)]	66.982370
21	[(0,1044),(2,3364),(3,16524),(4,18021),(6,14927),(7,17848),(11,14421),(13,13679),(15,1065),(19,20327),(20,738),(21,24030),(29,5301),(33,14189),(36,5011),(39,24528),(43,18885),(44,4921),(45,17034),(46,23313),(48,23296),(49,21368),(50,16481),(51,13959),(52,6084),(54,24549),(55,7793),(58,6363),(59,11779),(62,2477),(63,15472),(65,15580),(70,22277),(71,22345),(76,22711),(77,21423),(84,4793),(85,17896),(88,18168),(90,12481)]	67.520555
22	[(5,23894),(8,16657),(10,15939),(11,2605),(14,7705),(15,1485),(16,18987),(17,24115),(20,11198),(24,23392),(25,5829),(29,2413),(30,20316),(36,8780),(37,9972),(42,4211),(45,5405),(46,9058),(48,13045),(51,18017),(52,15380),(56,16840),(59,24488),(60,234),(61,8276),(66,23201),(68,13122),(70,2468),(73,22328),(74,482),(75,9558),(79,19135),(84,10072),(85,15473),(91,1888),(92,5311)]	68.940316
23	[(3,20487),(13,5269),(15,22630),(19,24584),(20,19419),(21,7071),(27,21593),(30,16005),(33,5323),(40,17882),(42,1339),(43,20272),(46,16495),(47,7543),(48,15499),(50,18381),(51,8092),(56,23101),(57,8741),(65,15310),(67,21652),(73,8261),(74,13055),(81,16741),(82,4095),(84,8280),(87,9155),(90,15963)]	68.760901
24	[(0,14465),(5,11501),(7,24476),(13,9584),(16,21678),(18,13522),(19,18792),(20,14918),(23,22017),(24,20580),(27,11806),(31,6350),(36,13912),(40,10527),(45,16738),(47,15625),(49,24329),(51,7585),(53,6646),(54,9118),(61,3315),(63,12020),(64,2403),(67,22831),(70,6053),(71,4306),(76,16439),(84,1213)]	73.215323
25	[(2,11948),(3,16191),(5,7170),(6,8366),(7,1232),(12,12023),(13,5087),(14,9020),(22,4734),(23,69),(24,21189),(25,1044),(26,8537),(29,5920),(31,9267),(32,8623),(35,430),(36,16909),(38,21179),(41,16388),(43,8456),(47,1852),(48,12800),(53,1037),(56,1581),(57,20385),(60,6619),(63,426),(65,17185),(69,12236),(71,21396),(73,9781),(76,24606),(81,21421),(84,20565),(87,4935),(89,717),(91,10023)]	69.345559
26	[(3,16438),(4,19291),(5,7597),(6,15218),(7,5986),(11,16807),(12,19867),(13,1563),(14,3230),(16,19242),(17,2366),(18,19010),(21,13472),(22,17693),(27,23257),(28,21918),(29,14477),(32,1406),(37,18967),(38,7241),(43,23176),(44,17632),(47,16144),(53,6035),(55,3176),(57,3013),(62,22557),(64,23780),(65,24163),(66,19152),(68,20517),(70,3595),(74,20689),(76,5271),(78,18819),(79,10223),(81,3426),(83,6715),(88,14504),(89,5549),(92,16674)]	84.361677
27	[(1,20304),(2,14767),(3,6761),(7,3782),(9,17999),(11,11558),(12,14729),(13,23353),(16,2065),(17,13149),(18,14455),(19,7563),(21,16593),(22,19910),(23,22587),(27,14785),(31,480),(32,18588),(34,12993),(39,22763),(40,7992),(44,17022),(46,11359),(51,21030),(54,12183),(58,14371),(61,12375),(63,7269),(64,20295),(66,22492),(72,6522),(74,8635),(78,21291),(80,16012),(81,22498),(88,1926),(89,11552)]	72.955287
28	[(0,19068),(4,16250),(7,21880),(11,9780),(13,8809),(14,16587),(15,790),(16,21133),(19,1614),(22,21925),(24,17479),(28,20504),(30,18716),(33,1947),(34,7449),(35,8781),(38,3354),(40,9525),(41,14309),(47,8110),(49,12896),(56,1699),(60,17255),(61,23927),(64,17856),(66,6903),(69,13190),(71,16876),(75,13400),(87,20691),(90,6282),(91,19668)]	66.310422
29	[(2,9110),(4,6094),(9,8607),(10,2610),(12,18197),(14,24583),(17,21336),(20,4871),(24,5101),(25,11961),(29,1822),(31,14100),(34,13626),(37,2565),(39,11592),(40,1898),(41,13270),(43,19228),(44,16927),(45,20809),(52,19729),(59,23356),(61,10949),(63,3335),(69,18019),(76,11912),(84,7195),(85,16719),(87,78),(91,21844)]	67.036047
30	[(1,4186),(5,7089),(6,15682),(13,3882),(14,1070),(16,19733),(18,15020),(20,3532),(24,22482),(27,22762),(35,8791),(39,9033),(40,10327),(43,4590),(44,18130),(45,21589),(47,5239),(48,2847),(51,12882),(54,10569),(59,5498),(60,13912),(68,17777),(70,3189),(73,3364),(75,10427),(76,19067),(77,17914),(80,29),(85,20697)]	70.341306
31	[(1,1152),(6,23851),(9,19864),(12,4527),(13,5512),(16,2202),(19,15766),(21,4843),(32,13969),(34,7287),(37,9813),(40,9162),(41,9001),(46,7399),(49,1232),(50,1131),(58,7237),(59,14080),(60,4643),(63,9620),(64,15986),(67,4265),(68,21040),(71,18705),(72,21707),(76,23965),(79,13259),(85,5668),(86,12985),(89,13213),(90,24217),(92,12134)]	71.127822
32	[(0,21136),(7,10167),(9,10297),(10,1246),(11,16775),(12,20645),(13,3674),(14,22417),(19,10885),(21,9894),(25,1583),(26,5332),(27,3372),(29,10624),(31,747),(32,21975),(34,10433),(37,16534),(41,16229),(45,20168),(46,17716),(50,679),(51,17360),(52,10347),(55,7518),(56,23570),(59,23252),(61,2599),(62,4278),(63,22295),(65,21622),(68,12281),(69,22306),(71,4007),(72,17697),(74,5161),(76,16599),(84,23101),(85,8741),(86,8359),(87,17600),(89,2994)]	67.570540
33	[(0,3909),(2,5406),(8,3675),(9,472),(12,24534),(20,19247),(23,22593),(25,8555),(29,9200),(31,18014),(32,8427),(37,11987),(39,12215),(43,6961),(44,2225),(45,10457),(47,8380),(53,2463),(54,20608),(55,12517),(56,18427),(60,21129),(66,10768),(68,3043),(69,13045),(71,11550),(75,11733),(80,12335),(83,10151),(85,22431),(90,14965),(91,11644)]	76.719516
34	[(7,12083),(8,8674),(9,377),(10,19456),(12,12858),(15,8225),(16,3476),(17,7709),(21,834),(22,21091),(24,15789),(25,20291),(31,5197),(32,15177),(33,1044),(35,22746),(36,6108),(37,19768),(40,7586),(41,5479),(42,21043),(48,4833),(49,4956),(52,16678),(54,9347),(55,15896),(60,13958),(61,281),(62,23186),(64,19980),(65,16019),(68,4078),(71,6179),(74,20912),(76,8121),(77,7027),(78,24273),(79,15926),(80,10984),(84,5017),(85,4543),(86,15554),(87,15517),(91,6563),(92,19824)]	81.029445
