ruleset_index	matches	time_ms
0	[(5,26048),(7,7273),(8,1991),(9,10502),(10,17053),(12,13705),(13,14559),(15,21307),(16,9315),(18,12272),(21,22282),(23,313),(25,20874),(26,29719),(29,18391),(31,7308),(34,29189),(35,7357),(40,3676),(43,12974),(51,27136),(56,28916),(60,25255),(61,14058),(64,21720),(65,12546),(66,10133),(67,16501),(73,22167),(74,22360),(75,652),(77,28370),(82,10421),(83,15087),(85,18219),(86,5317),(91,19941),(92,20977)]	92.691567
1	[(3,24997),(5,4860),(6,28159),(7,13519),(9,26079),(11,14228),(12,11282),(14,25137),(20,23179),(23,1929),(25,23970),(27,17943),(29,22557),(30,20028),(33,16652),(34,13977),(35,1876),(36,5217),(41,9640),(44,21770),(46,26383),(47,16252),(48,13161),(49,8148),(55,13637),(56,2958),(57,17089),(64,12568),(66,7753),(69,23329),(74,8837),(77,24031),(81,9577),(82,18201),(83,1625),(84,24647),(86,372),(92,4260)]	89.169633
2	[(0,7711),(2,19212),(5,14588),(7,29909),(8,6663),(12,2926),(18,23991),(20,11359),(21,26935),(23,11261),(26,4503),(31,18207),(35,27690),(36,13583),(37,28028),(40,21080),(44,4835),(47,6329),(53,4974),(55,24699),(57,12388),(59,13242),(60,26192),(67,24613),(68,13345),(69,24314),(72,24499),(75,21452),(77,27298),(79,11927),(80,2688),(88,29291),(90,14389)]	90.298763
3	[(2,7772),(4,26291),(6,8903),(8,29213),(9,12449),(12,22575),(14,27464),(17,10163),(18,29623),(19,560),(20,23960),(21,18311),(26,25510),(27,10064),(28,8790),(29,23332),(30,17620),(32,19197),(33,9055),(39,21279),(40,15733),(46,3054),(47,24556),(48,9191),(49,10561),(55,10208),(57,24029),(58,9584),(59,22670),(62,22704),(65,26812),(66,28956),(67,24703),(68,67),(70,27678),(71,27281),(72,770),(73,15720),(74,26008),(75,7674),(76,17833),(78,2758),(79,24345),(80,18621),(81,734),(82,15366),(85,26765),(88,21936),(89,409),(90,28320),(92,28188)]	88.942542
4	[(1,499),(2,29155),(4,14901),(5,23615),(6,20849),(7,17258),(8,11120),(12,8069),(15,6104),(16,8629),(18,28780),(19,28054),(22,19217),(23,20353),(24,3663),(25,28218),(26,16639),(28,18105),(30,5670),(32,9693),(33,27076),(36,7834),(37,7305),(38,21094),(39,25116),(40,2569),(42,12176),(46,10272),(51,20318),(60,23345),(65,29075),(66,7278),(67,6446),(68,17918),(69,6964),(75,25235),(78,337),(79,24316),(81,1418),(82,9067),(87,7150),(88,14197),(89,25707),(92,4355)]	84.678404
5	[(2,10236),(6,18462),(7,18593),(9,20023),(10,11989),(15,15817),(17,13597),(18,9597),(21,27237),(23,25132),(24,11525),(25,14737),(28,22446),(32,27934),(36,27337),(38,16676),(39,25325),(45,5733),(46,24761),(49,23995),(51,15901),(52,17711),(53,17064),(54,28660),(55,17449),(57,8057),(63,6348),(66,25866),(67,19782),(74,16930),(75,17129),(77,1830),(78,7039),(80,8762),(81,544),(84,26093),(86,26140),(87,15291),(89,20532),(91,15585)]	86.183667
6	[(0,18497),(2,18852),(3,5929),(6,6737),(7,6452),(10,25209),(13,7415),(16,26680),(17,10432),(19,15001),(20,12158),(23,28546),(24,2080),(25,10242),(26,1885),(27,17544),(30,21423),(34,17076),(36,23346),(38,14333),(42,27584),(45,27916),(49,3335),(52,16050),(53,2927),(55,30000),(60,28091),(61,21797),(64,19901),(65,3950),(68,25153),(71,15814),(78,12378),(79,16298),(82,2253),(84,28161),(91,12016),(92,18195)]	83.663388
7	[(3,14647),(8,21665),(10,12288),(12,27727),(13,12554),(18,21350),(21,10664),(24,28725),(29,5590),(30,25049),(33,11586),(38,23885),(40,16876),(42,17720),(43,25587),(45,10940),(52,2838),(54,14248),(55,7358),(60,11056),(61,2807),(62,15571),(65,25803),(66,5723),(68,25297),(74,5528),(75,24136),(77,10448),(78,28600),(79,4918),(81,24248),(84,865),(86,1635),(87,5212),(90,15963),(91,5968)]	107.179685
8	[(1,24372),(2,9649),(3,19214),(8,34),(10,10316),(14,4606),(15,25949),(19,6901),(21,15639),(22,28017),(25,20788),(27,4552),(28,24769),(30,28378),(32,1011),(35,27261),(36,8197),(37,14938),(43,21611),(45,3205),(48,12179),(49,8897),(50,25436),(51,9288),(52,23360),(53,16300),(54,27464),(56,4820),(57,29064),(58,3401),(59,16148),(63,1017),(71,514),(74,24199),(75,27927),(76,26754),(77,21882),(81,6491),(83,6255),(87,11029),(89,19714),(90,6936),(92,18206)]	89.422006
9	[(0,1740),(1,1236),(2,27737),(3,19505),(5,1762),(7,13824),(8,25323),(9,3513),(11,75),(13,8752),(14,25830),(16,689),(17,15364),(18,5327),(21,1689),(24,4181),(28,11715),(29,7253),(31,28637),(33,13875),(34,4637),(35,29852),(37,10750),(40,9249),(41,16503),(43,23005),(46,13420),(49,1264),(50,6041),(54,23036),(55,13562),(57,12851),(58,352),(62,1512),(65,9245),(67,29351),(68,5594),(71,1008),(73,5057),(74,28768),(75,23643),(81,23512),(82,21953),(84,17436),(85,17261),(86,5735),(88,12712),(91,14202),(92,16547)]	91.292614
10	[(7,5995),(8,13156),(9,9780),(10,5402),(11,12170),(12,24214),(15,5643),(18,18153),(19,12463),(21,8391),(26,15710),(28,17590),(29,29050),(30,26128),(32,14584),(34,9219),(35,26833),(36,20204),(38,11096),(39,18152),(40,20143),(50,19390),(51,9402),(53,754),(58,16367),(62,25578),(65,6726),(67,28936),(69,3140),(70,11863),(71,4197),(73,6604),(74,4906),(77,4248),(83,29522),(84,15067),(85,11850)]	91.231574
11	[(0,23352),(1,24007),(2,3396),(3,8065),(4,17065),(5,21452),(6,12485),(9,21814),(15,4822),(18,14360),(19,17347),(20,1627),(21,3713),(24,19691),(25,21292),(26,5080),(34,9672),(35,12668),(37,10882),(39,7321),(46,15707),(47,23619),(49,6417),(51,27437),(52,28206),(53,23628),(56,10475),(58,29712),(64,15273),(66,11972),(67,22008),(68,26591),(70,9282),(71,6907),(73,10409),(74,384),(77,13561),(80,18794),(81,2292),(84,11793),(85,24317),(86,13493),(87,14443),(89,15453),(92,5301)]	83.047110
12	[(4,29829),(7,12287),(8,24142),(9,5446),(10,15996),(15,4516),(16,27138),(17,12924),(18,3724),(19,28690),(21,6753),(22,26374),(28,4537),(29,22485),(32,17185),(33,5808),(35,24536),(36,20580),(37,865),(41,26760),(43,14343),(46,14122),(48,29971),(49,3496),(50,5498),(51,24248),(59,9457),(60,24962),(62,6338),(64,10343),(69,14131),(70,9187),(73,2352),(74,27787),(75,3581),(76,15968),(77,20424),(78,14814),(80,25830),(85,21374),(86,23699),(87,26157),(88,28005),(90,18552)]	93.718457
13	[(1,13769),(3,22821),(5,11702),(6,21898),(7,723),(9,25248),(12,6976),(13,14010),(20,13213),(21,21986),(23,18823),(26,17098),(27,12650),(28,25460),(35,6833),(36,23982),(41,16582),(45,14283),(48,18643),(52,27822),(54,19532),(56,27279),(58,14476),(60,20743),(61,6622),(65,17026),(68,8791),(70,178),(71,23699),(72,26157),(73,25472),(74,14791),(77,26990),(79,12715),(80,14925),(82,21858),(84,8487),(87,17101),(88,12366),(91,5433)]	97.256094
14	[(0,8342),(1,13982),(5,1949),(8,12544),(11,29755),(13,23327),(16,10766),(17,27165),(18,11246),(20,12395),(24,8743),(25,1158),(27,25627),(29,3898),(30,20875),(31,8356),(35,29092),(37,202),(38,14266),(39,14561),(40,19275),(41,17438),(44,22661),(50,946),(52,18419),(53,8058),(55,10665),(56,27207),(57,27581),(62,28388),(63,21978),(64,7187),(65,1193),(69,25538),(71,8500),(72,3182),(75,4200),(76,57),(79,17617),(84,21315),(90,27745)]	88.447250
15	[(0,10531),(1,9681),(2,4644),(5,13835),(6,21530),(8,28193),(9,18062),(10,5962),(15,9375),(17,5882),(21,2012),(24,25145),(25,8254),(27,10937),(32,27379),(34,558),(35,15396),(36,9505),(39,28907),(40,10233),(41,28569),(42,3529),(43,16987),(45,28017),(46,2303),(49,13871),(50,5360),(51,29571),(55,4278),(59,18773),(61,26417),(63,27803),(66,22016),(68,370),(71,8376),(72,3294),(75,849),(77,16417),(78,29014),(81,17387),(85,24614),(87,10798),(92,21710)]	86.122309
16	[(3,27688),(4,14993),(8,6250),(9,1417),(10,31),(14,1398),(21,19542),(22,21568),(27,25153),(30,10835),(31,21057),(32,25727),(35,21160),(36,17867),(37,8245),(41,4495),(44,490),(46,22703),(49,17061),(50,29680),(51,28904),(53,23961),(59,2439),(61,3465),(62,21093),(65,16940),(78,20578),(81,24587),(82,9338),(85,25422),(90,7904),(91,21951),(92,24311)]	84.419210
17	[(0,12467),(1,6450),(4,21173),(5,2709),(6,12004),(7,22028),(8,12791),(9,14127),(11,6077),(13,22097),(14,26445),(15,13428),(21,14824),(22,11668),(23,1804),(28,29387),(30,6132),(32,20662),(36,18686),(38,21159),(40,13796),(41,26793),(42,9321),(44,28633),(45,18505),(46,10565),(47,1900),(48,9691),(49,924),(55,23007),(56,858),(57,14747),(58,29172),(59,1984),(61,21272),(62,21745),(63,9340),(64,20039),(65,7136),(70,19149),(71,7971),(72,20155),(75,13523),(81,10802),(83,25856),(84,5553),(88,24714),(90,11457)]	85.496207
18	[(2,5872),(3,788),(6,22798),(7,19931),(9,17445),(16,25060),(18,24883),(20,4081),(21,29874),(22,21699),(24,12130),(29,12396),(30,18423),(32,24001),(33,28188),(41,16693),(42,24923),(44,10577),(47,29044),(49,21641),(50,1667),(54,9330),(55,26926),(56,13232),(58,2506),(60,6197),(61,5460),(63,13893),(66,17153),(68,7428),(69,23006),(72,19812),(73,23139),(77,2880),(83,14890),(88,9859),(89,20763),(92,13710)]	95.929667
19	[(10,19695),(11,28162),(13,1205),(17,22826),(19,16239),(20,29280),(21,5694),(22,17404),(23,621),(27,28835),(28,3200),(33,9626),(35,21384),(36,7752),(40,12476),(44,12763),(48,17120),(49,12363),(54,17621),(56,5968),(58,28195),(59,19423),(60,15490),(62,4620),(67,4488),(69,12853),(71,4952),(73,16808),(77,19616),(78,8818),(83,26150),(86,7852),(89,8904),(91,17071)]	122.090627
20	[(0,19888),(1,4513),(3,29904),(7,8062),(8,25249),(13,20785),(19,2002),(20,1578),(21,25889),(24,860),(29,1383),(30,9938),(32,26804),(33,9014),(34,28961),(37,7299),(39,6604),(41,19001),(42,8355),(43,1700),(44,21322),(45,14563),(50,29942),(51,25954),(55,22514),(56,26931),(59,14146),(60,12481),(61,23461),(62,25211),(64,8034),(65,29783),(68,10169),(73,25955),(74,283),(75,29702),(76,25269),(79,3124),(80,6614),(81,13510),(84,19464),(89,16261),(91,8727),(92,27504)]	96.768459
21	[(0,7513),(3,786),(4,4920),(5,804),(6,5531),(7,25880),(9,8073),(11,5199),(15,1004),(16,28102),(19,18542),(20,24324),(21,24684),(25,16475),(28,9865),(29,4272),(30,9896),(31,3995),(34,27119),(35,18532),(36,5014),(37,11946),(41,24557),(43,25001),(45,23873),(46,18527),(47,22786),(48,7716),(52,4766),(53,6999),(55,78),(57,17858),(58,10878),(61,19245),(62,15245),(64,13088),(65,27874),(68,21837),(70,9484),(78,18789),(83,1903),(84,4083),(85,15326),(86,24093),(88,24818),(89,26090),(90,5625),(92,1088)]	97.534506
22	[(3,19933),(5,14556),(7,13386),(10,7482),(11,1936),(13,26079),(18,7163),(20,23753),(29,627),(34,26501),(39,14710),(40,29872),(41,400),(44,27187),(47,286),(56,14632),(58,14416),(61,25373),(63,1284),(66,24945),(67,2226),(70,6664),(73,10815),(74,17851),(75,12714),(84,20168),(88,5302),(89,27547),(91,22008)]	89.065159
23	[(0,15166),(1,120),(5,2923),(7,1559),(9,6655),(10,8429),(15,1154),(16,849),(20,16971),(21,7790),(30,23854),(33,6584),(34,25530),(36,20113),(39,3141),(40,7492),(42,8570),(45,8961),(46,21502),(47,14285),(48,25220),(49,12601),(50,751),(52,1623),(56,29599),(58,3053),(60,23351),(66,8039),(69,28849),(70,11533),(72,26841),(74,11789),(76,17113),(77,17936),(80,21607),(81,6544),(82,10691),(84,408),(85,6876),(86,11713),(90,10801),(91,20962)]	95.680146
24	[(0,10125),(1,8329),(10,2015),(12,17478),(14,28002),(17,20185),(19,22313),(22,21942),(23,16859),(24,1943),(25,26987),(26,13763),(27,4492),(28,27593),(29,19235),(30,20688),(33,9403),(34,13145),(36,2870),(38,12276),(39,16583),(41,12659),(42,28350),(44,16550),(49,15117),(51,19679),(52,3913),(55,12791),(56,14127),(57,12302),(61,26544),(62,8752),(64,23596),(65,18829),(66,24481),(69,12220),(76,824),(77,17772),(78,6396),(79,10583),(80,26290),(81,26970),(82,24111),(84,24897),(85,25266),(91,28516)]	93.231918
25	[(0,18271),(1,23724),(4,4317),(5,19704),(6,622),(8,5815),(10,213),(11,5818),(13,1804),(14,26845),(15,5555),(19,2091),(20,8252),(24,23419),(25,7513),(26,22291),(28,5383),(29,11904),(31,12571),(33,17246),(34,11266),(35,5796),(37,4105),(39,372),(40,4928),(41,21976),(42,4422),(44,6726),(45,15043),(50,15259),(51,29785),(52,15159),(53,25303),(54,22539),(55,17143),(56,5737),(60,13089),(62,19924),(63,6468),(66,21114),(67,11261),(70,25462),(71,4187),(75,20961),(76,28521),(78,14584),(81,28686),(89,20413),(92,3778)]	89.223882
26	[(0,3072),(2,18875),(5,14950),(7,9116),(9,24371),(12,25791),(13,18557),(18,11001),(20,28570),(21,15553),(23,19971),(25,13082),(27,19327),(28,14930),(30,19853),(31,26808),(33,25776),(34,9103),(35,14205),(36,8700),(38,24162),(40,6864),(41,20600),(44,16704),(45,19559),(50,12869),(52,2614),(53,29601),(55,20152),(57,16331),(58,24810),(59,16849),(60,17296),(61,26005),(63,5936),(64,2873),(67,364),(70,26580),(71,26407),(73,1786),(75,15334),(81,18144),(86,15864),(91,20685)]	88.462404
27	[(3,16936),(4,7422),(7,867),(9,12058),(12,2264),(14,23804),(15,4883),(16,13442),(19,23229),(21,10263),(22,1372),(25,22820),(26,25454),(28,18759),(29,17173),(32,17389),(36,15588),(37,3493),(42,7115),(43,292),(44,27307),(45,6489),(46,5774),(47,1167),(48,13812),(50,7461),(51,26854),(53,17646),(54,29344),(57,5043),(62,22152),(63,4096),(66,310),(67,7808),(69,15293),(71,588),(74,25258),(75,18263),(77,19429),(78,18661),(79,12841),(80,2953),(82,18646),(84,7530),(85,27677),(92,24957)]	87.731719
28	[(0,16588),(4,21268),(5,28010),(10,21579),(11,28450),(12,9957),(14,20563),(17,7471),(19,1434),(20,5213),(21,5764),(22,14856),(23,5206),(27,20798),(28,26879),(29,23736),(30,23758),(32,19086),(34,21357),(36,16567),(37,29116),(39,26133),(41,10646),(42,13376),(43,11148),(45,18013),(47,26180),(48,17188),(49,4115),(52,7735),(53,11917),(59,16106),(65,305),(67,20900),(68,14460),(69,20736),(70,2722),(72,27926),(75,27917),(76,23200),(77,18580),(80,17828),(89,22105),(90,13377),(91,9150)]	88.160975
29	[(0,24798),(6,29764),(7,6104),(8,11763),(11,13478),(19,5924),(20,2497),(24,27755),(27,12414),(28,14989),(33,13948),(34,4960),(36,3992),(39,25709),(42,15864),(44,20316),(45,25846),(47,20858),(49,19259),(53,1421),(54,29514),(55,10722),(58,168),(59,29495),(60,24538),(61,7626),(66,18550),(73,23337),(75,6631),(76,2533),(77,4293),(78,19344),(83,12969),(84,29006),(85,24856),(86,11109),(89,25087),(91,2779)]	101.968536
30	[(0,20412),(1,8028),(2,29983),(4,14356),(5,1413),(7,9605),(10,9438),(12,14527),(15,18996),(19,20181),(22,656),(24,24837),(26,24591),(29,25864),(31,12119),(32,17815),(33,5522),(34,9000),(35,4182),(38,22165),(39,23354),(40,28952),(42,17455),(51,26903),(53,2887),(54,2969),(55,3762),(56,23558),(59,22685),(60,2870),(68,10992),(69,6524),(71,6829),(72,29332),(74,3880),(77,27188),(78,1759),(82,6564),(86,18499),(87,22298),(90,15003),(91,23652),(92,7797)]	108.996962
31	[(1,4964),(2,5043),(7,19210),(8,3998),(9,21645),(14,3734),(18,25770),(21,18804),(23,19396),(24,7057),(25,15335),(26,18143),(31,26455),(35,16370),(36,14288),(39,28437),(43,20971),(45,1985),(46,12001),(47,1937),(48,6225),(52,28894),(53,4382),(54,9378),(57,23295),(61,13023),(62,20656),(64,9903),(66,5935),(68,9033),(72,10588),(73,162),(76,27785),(78,3340),(80,25669),(81,11943),(84,11752),(85,7827),(86,7383),(87,25463),(88,14946),(90,8440),(91,6805),(92,12368)]	98.210256
32	[(0,27023),(2,6415),(6,29452),(7,4512),(8,29247),(9,12210),(14,8596),(15,18404),(16,2069),(17,18932),(18,15820),(20,16184),(24,29160),(26,13164),(28,12476),(38,20251),(39,21375),(40,21235),(41,29748),(42,766),(52,8861),(56,620),(57,26599),(62,15516),(64,22039),(65,17940),(66,9648),(68,23215),(73,25037),(74,15689),(75,231),(80,4301),(84,29599),(87,23925),(90,6787),(92,1798)]	89.328322
33	[(4,17154),(5,22241),(8,29242),(11,8998),(13,3046),(16,26656),(17,23042),(19,22725),(21,15741),(22,6574),(28,20713),(29,3243),(31,29959),(33,1442),(36,22138),(37,27369),(39,11091),(40,14573),(41,5588),(45,4186),(46,18621),(47,734),(50,20311),(53,13585),(55,16508),(57,18965),(59,3796),(60,29082),(62,2681),(63,8307),(64,14926),(67,12371),(70,4751),(72,14203),(73,7571),(76,22540),(78,2696),(81,881),(83,26316),(86,12471),(87,16633),(88,11300),(89,24537),(90,12871),(91,7543)]	86.715600
34	[(0,12622),(1,11499),(5,25686),(7,22076),(9,8333),(11,24469),(13,3107),(17,10444),(19,12173),(21,7854),(22,2780),(23,26865),(25,29966),(28,25447),(30,5138),(32,6436),(33,7513),(35,23080),(36,6168),(37,23911),(39,26275),(40,24805),(41,10381),(45,11199),(47,11196),(49,26616),(51,3136),(53,27353),(57,857),(59,26273),(63,21928),(66,29190),(67,10188),(69,23795),(71,11524),(73,11473),(76,29341),(78,16440),(79,5113),(81,28369),(82,16470),(83,26475),(85,19279),(86,6663),(87,29704),(92,9611)]	99.002827
35	[(0,6204),(1,18898),(2,3499),(3,12497),(4,26186),(5,15291),(7,5311),(8,25655),(10,6059),(11,21911),(15,23806),(18,19289),(21,4716),(25,8036),(27,22001),(28,11626),(29,22334),(31,23556),(32,10993),(33,8469),(35,11953),(37,2800),(38,13400),(40,23350),(41,20142),(42,12995),(43,3300),(44,20548),(46,11098),(52,4013),(54,21121),(58,1847),(59,24003),(61,22284),(64,22415),(65,11662),(66,709),(67,8838),(68,15026),(70,15653),(71,14745),(72,26034),(73,6548),(76,16595),(77,12527),(78,9962),(84,1456),(87,1277),(88,18559),(89,29216),(90,16946)]	97.115499
36	[(0,4311),(1,5165),(2,7443),(3,21291),(4,2509),(7,26165),(8,3009),(10,3748),(11,18513),(12,4950),(14,20199),(15,18070),(16,8123),(18,29098),(22,849),(25,24053),(33,24082),(36,23595),(37,16280),(39,15122),(41,4791),(42,10049),(43,5525),(44,7929),(45,3245),(47,5896),(52,22797),(57,23931),(65,24110),(66,21429),(68,8720),(71,16510),(72,925),(73,20014),(75,15849),(77,10613),(81,27912),(82,13828),(83,19061),(87,22433),(90,23101),(92,8517)]	105.851818
37	[(3,1512),(6,9881),(8,1235),(10,15522),(12,4224),(13,29101),(15,21858),(19,1217),(20,9881),(21,3913),(25,27106),(26,29120),(29,10907),(30,23725),(39,25931),(40,3381),(44,3928),(52,2649),(53,20117),(54,23612),(58,26801),(60,23230),(61,19756),(62,5631),(64,26362),(66,4818),(68,7046),(70,22001),(74,18112),(75,13780),(76,5867),(79,12505),(80,14705),(81,25153),(82,17657),(83,22603),(89,7605)]	89.905060
