ruleset_index	matches	time_ms
0	[(3,904),(17,3371),(21,3538),(33,6162),(44,4006),(51,5747),(55,5996),(60,5233),(70,1062),(73,4408),(87,1246),(89,713)]	39.130454
1	[(0,5234),(8,4484),(11,6236),(30,3174),(32,4959),(47,2275),(48,4282),(52,7138),(54,6939),(59,2368),(62,7367),(66,3194),(68,429),(72,4950),(73,3868),(86,7886),(91,5619)]	29.911335
2	[(11,126),(18,1887),(20,7963),(31,7749),(36,251),(37,2600),(43,3653),(46,3755),(67,8178),(80,4736),(83,8056),(84,7149),(86,6361),(91,8845)]	29.596609
3	[(2,1468),(13,8577),(15,2821),(17,5421),(26,3441),(37,2258),(49,1592),(58,4646),(59,3804),(60,4118),(61,5459),(75,1812),(77,1648),(79,3139)]	29.477550
4	[(10,8371),(12,7228),(33,842),(36,5014),(50,8730),(51,836),(60,4855),(61,6242),(68,7835),(78,3912)]	28.878974
5	[(18,4948),(44,534),(46,1950),(54,7919),(72,7356)]	30.205879
6	[(0,4826),(3,6535),(11,8474),(15,8121),(18,989),(24,1700),(30,1714),(31,6499),(33,1696),(34,6531),(41,1383),(44,5598),(66,5893),(67,6144),(78,5189)]	46.235622
7	[(0,2404),(19,5021),(25,2662),(43,1110),(57,2869),(58,3336),(67,551),(71,3882),(76,8492),(80,3540),(81,1208)]	64.867985
8	[(5,3970),(55,2090),(68,1192),(71,391),(75,5757),(76,4402),(81,8086),(82,7516),(85,1268)]	61.300591
9	[(54,5368),(68,2720),(91,6662)]	65.359452
10	[(2,8438),(3,8478),(9,6197),(11,1638),(16,5268),(21,2569),(22,1430),(28,371),(37,5008),(61,433),(67,5396),(68,6359),(69,543),(80,5628),(85,6844)]	72.541487
11	[(2,7360),(8,2884),(11,2995),(16,4228),(22,74),(26,5116),(29,8194),(38,3547),(41,1236),(47,1251),(51,4054),(63,4655),(84,3202),(90,3111)]	58.578753
12	[(6,507),(9,5182),(12,971),(15,8179),(19,6001),(21,2729),(28,2604),(44,282),(45,4519),(47,7989),(51,1208),(52,6864),(55,4950),(56,3868),(65,1625),(91,5251)]	59.811267
13	[(5,2452),(6,5716),(7,4506),(17,3862),(28,6201),(46,1953),(54,8282),(55,1827),(58,6209),(61,5139),(64,5591),(75,1402),(79,7750),(82,1225),(89,8627)]	62.715693
14	[(13,4938),(17,2865),(18,972),(19,7917),(24,3865),(27,8391),(29,4729),(30,4778),(40,8546),(50,1793),(55,1300),(60,22),(61,726),(75,3474),(79,8735),(87,8808)]	60.296681
15	[(24,6019),(29,1999),(31,8388),(43,3731),(48,7394),(67,2928),(75,8515),(81,6673),(82,2299)]	115.922589
16	[(12,4018),(19,233),(29,5450),(36,3086),(58,5104),(69,4040),(71,6),(72,4755),(82,5320),(85,7784),(86,7842),(91,4298),(92,5241)]	107.503007
17	[(12,8607),(21,7448),(26,333),(31,8413),(33,5679),(52,401),(61,1273),(74,3460),(77,3449),(81,7844),(84,5106),(89,3503)]	76.450837
18	[(2,1583),(8,8307),(9,5274),(16,1261),(20,6636),(21,2688),(30,8882),(37,1276),(39,2808),(45,5867),(46,392),(55,4390),(57,5995),(63,2697),(64,2357),(69,1264),(77,6255),(79,390),(87,1456)]	70.451894
19	[(0,5391),(6,8025),(12,3577),(16,5755),(51,4048),(65,8684),(74,5753),(78,5743),(84,5133),(85,215)]	72.487301
20	[(13,4065),(14,7903),(16,2171),(22,6606),(23,7192),(28,6097),(29,2255),(31,7362),(36,4548),(42,5649),(46,4541),(77,7479)]	95.732989
21	[(4,3944),(7,7533),(8,7526),(15,6945),(17,7040),(19,1331),(20,3497),(23,1478),(31,1371),(34,7487),(64,706),(65,2401),(89,1462)]	89.730524
22	[(12,4484),(17,4813),(19,7849),(21,293),(22,159),(25,2297),(45,2272),(54,3558),(59,6002),(61,8182),(68,6843),(80,4745),(88,5075),(92,7478)]	57.885802
23	[(6,1549),(11,7937),(14,1217),(16,8515),(18,800),(26,6213),(39,7983),(85,1676)]	56.432242
24	[(5,674),(11,6367),(15,3282),(20,2114),(36,6301),(40,7413),(61,3403),(65,5062)]	54.628650
25	[(5,5257),(12,3495),(19,2469),(26,6617),(35,3953),(39,7886),(40,8424),(55,219),(58,1655),(63,1498),(66,6169),(70,4244),(75,7033),(76,5636),(82,560),(87,6615),(88,3758)]	58.776451
26	[(2,6626),(4,2457),(6,6126),(24,1075),(25,8265),(27,6283),(35,6260),(52,8840),(56,4401),(62,3830),(66,6729),(83,556),(87,3078)]	59.022762
27	[(3,6760),(16,787),(17,5506),(21,3302),(24,3208),(27,869),(55,3225),(60,5787),(80,6641)]	55.445578
28	[(2,8225),(6,2119),(9,2019),(19,2307),(20,4467),(28,4131),(33,3214),(40,3886),(41,2764),(51,3087),(55,8279),(71,7582),(76,7318),(77,4587)]	58.038095
29	[(0,837),(4,7249),(11,5094),(12,8444),(21,17),(28,7529),(37,8592),(39,8547),(40,1111),(41,7421),(62,1712),(66,5114),(71,125),(72,4769),(81,8196),(83,1636),(84,6930),(88,7273),(91,1080)]	53.700045
30	[(14,19),(17,5480),(21,7806),(25,6720),(29,7763),(44,2085),(53,4680),(56,2306),(59,7761),(60,6301),(65,4126),(74,4952),(82,4904),(83,7959)]	56.967817
31	[(10,5304),(17,1618),(50,7509),(51,5562),(68,7374),(73,8454),(81,4340),(90,4309)]	59.094295
32	[(3,5733),(9,5061),(12,4534),(16,2),(31,7972),(37,6725),(40,5657),(43,142),(49,2520),(53,5580),(54,1433),(60,63),(65,7234),(67,1928),(68,5229),(75,5475),(76,122),(78,6719),(79,7204),(88,487),(91,131)]	56.308838
