ruleset_index	matches	time_ms
0	[(2,8243),(3,13691),(4,19142),(5,2257),(6,7581),(10,10435),(15,1081),(18,13970),(19,18850),(25,20730),(27,6488),(36,14917),(41,2637),(46,18962),(47,8547),(49,1186),(50,9637),(51,3234),(52,2533),(53,14555),(54,20725),(55,9817),(56,16859),(59,1792),(64,493),(67,1203),(69,1388),(72,14480),(74,9294),(75,18914),(77,21314),(79,5685),(84,7582),(88,5811),(90,8832),(91,15092),(92,453)]	64.041262
1	[(0,22747),(1,10239),(3,3826),(7,22425),(12,14320),(14,14629),(17,22218),(19,13897),(20,3469),(26,10302),(28,6077),(32,6264),(40,400),(43,20879),(52,4304),(57,17053),(60,7865),(62,20040),(64,1795),(75,11235),(78,18005),(84,5608),(88,6219),(90,18000)]	64.328805
2	[(3,18799),(13,15450),(14,14093),(15,2622),(16,2356),(17,8510),(18,4334),(19,7880),(27,443),(30,12161),(32,257),(34,20859),(35,3527),(37,16466),(40,3545),(45,6847),(46,11380),(48,8058),(49,6843),(51,10151),(56,17768),(58,7092),(59,9450),(61,12924),(63,15615),(64,5685),(68,5893),(75,20196),(77,6669),(85,7318),(88,15340)]	64.390130
3	[(2,14452),(3,16624),(5,6454),(8,4034),(12,13876),(15,14031),(24,18778),(26,18614),(29,4228),(31,13470),(35,12630),(36,4757),(39,6601),(46,15664),(47,11051),(56,807),(58,14003),(59,10014),(63,4063),(64,4035),(69,2916),(72,18211),(73,14868),(77,21460),(78,18540),(79,16659),(80,16232),(83,12586),(86,1413),(87,12767),(89,13465)]	64.168337
4	[(0,16635),(1,10874),(3,808),(7,18795),(13,18807),(14,4381),(15,11870),(19,7144),(25,21622),(28,10021),(29,16426),(30,19352),(33,4875),(35,16672),(39,16179),(41,19326),(49,5324),(51,13777),(53,7908),(54,17574),(55,4776),(59,15463),(63,9768),(65,5693),(67,6844),(68,18599),(74,20171),(76,19916),(78,757),(79,8251),(80,3970),(82,20869),(83,18708),(85,19104),(88,17007),(91,5935)]	80.188595
5	[(6,844),(8,15666),(9,363),(10,12025),(11,22492),(17,7429),(18,5193),(21,22375),(22,3627),(26,21271),(27,3905),(32,14315),(37,4504),(40,21567),(41,13719),(42,8837),(43,18263),(46,2066),(47,16398),(48,5505),(49,19827),(50,17274),(54,12535),(60,1595),(61,9986),(62,14277),(63,22485),(64,15696),(66,19306),(67,7457),(71,4142),(74,22322),(81,19805),(84,3913)]	65.310921
6	[(6,15367),(8,19058),(11,10775),(17,4203),(18,22886),(22,5537),(25,21236),(27,20354),(28,22594),(30,1198),(31,19934),(34,8099),(36,16388),(37,14427),(39,8257),(40,13056),(41,17896),(43,15302),(47,10186),(51,912),(53,21744),(56,21172),(58,18497),(59,7339),(61,16002),(65,23067),(68,12838),(71,4968),(72,22000),(73,18603),(76,435),(80,17398),(83,3986),(84,23266),(86,13818),(87,16006),(88,4651)]	64.597978
7	[(1,11405),(5,7879),(7,10092),(11,14183),(13,19774),(17,3836),(23,22031),(24,5603),(25,10948),(26,3819),(28,12490),(31,13446),(33,21902),(35,14143),(37,21065),(39,1879),(43,5205),(48,22172),(50,21861),(52,9251),(53,8667),(54,19823),(57,14871),(58,6867),(59,14444),(60,3283),(63,19650),(64,6434),(65,13454),(69,2989),(72,18356),(75,5009),(81,10379),(83,6536),(84,22090),(87,4561),(90,10441),(92,1995)]	63.001827
8	[(0,7223),(1,1532),(2,23188),(5,16461),(8,11494),(9,3991),(11,17582),(12,19510),(13,6504),(18,17372),(22,12157),(23,81),(27,2871),(30,20472),(36,2796),(39,19212),(40,20398),(43,12094),(46,7648),(47,4335),(48,4425),(59,15362),(62,7538),(63,1438),(64,3110),(65,8803),(69,20124),(70,20140),(74,4257),(80,1550),(81,14420),(85,19440),(87,8922),(88,5521),(91,17716)]	70.982864
9	[(0,8041),(5,10449),(16,2195),(19,20933),(23,22921),(30,1464),(31,22570),(32,15873),(35,12743),(37,11501),(39,1356),(40,14874),(41,11154),(44,11910),(45,10762),(49,4788),(53,21767),(57,7842),(59,14305),(62,21357),(78,9145),(82,22378),(91,12134)]	64.261500
