ruleset_index	matches	time_ms
0	[(4,8782),(5,15151),(9,10486),(18,6183),(26,4661),(31,5024),(34,1281),(37,3466),(39,17834),(44,15314),(46,213),(48,1246),(50,3336),(54,4912),(57,1726),(61,16039),(64,1370),(65,12944),(67,9856),(68,14065),(72,5653),(75,3781),(78,15988),(86,17578),(88,10289),(89,15344)]	52.004632
1	[(3,400),(8,17364),(12,9853),(13,9424),(14,11459),(19,13779),(20,16834),(24,12961),(26,8174),(34,2248),(39,7802),(43,5140),(47,10294),(49,3307),(56,8153),(61,14924),(63,12208),(65,12060),(68,16980),(71,16393),(74,8989),(75,12464),(78,13380),(86,9557)]	50.723251
2	[(2,3544),(4,9380),(6,1912),(11,6984),(13,13741),(22,16257),(24,15492),(25,952),(26,9432),(29,8464),(36,15252),(37,13901),(39,3465),(40,10134),(41,13808),(44,8929),(50,9671),(58,5543),(59,10017),(62,12803),(68,17477),(70,15457),(71,11368),(72,2893),(74,10336),(78,5927),(80,5659),(87,12072),(91,8797)]	50.144874
3	[(5,17369),(26,7099),(28,7232),(36,14976),(45,17351),(49,3317),(51,15336),(52,3534),(53,13448),(55,12768),(58,17842),(61,15658),(62,4132),(65,13388),(70,13676),(72,5095),(75,8166),(81,9441),(87,9800),(90,6536)]	50.651636
4	[(3,3769),(6,15716),(12,6744),(22,5773),(26,15918),(27,6279),(28,3417),(30,9883),(35,16643),(36,2519),(39,4298),(41,516),(46,11600),(52,12941),(54,7589),(55,6517),(60,10287),(61,4414),(63,1032),(74,17668),(78,7506),(81,13150),(82,11338),(85,14444),(86,10015)]	50.577332
5	[(10,1597),(12,17508),(15,16346),(17,15527),(20,16541),(29,16414),(30,10935),(36,9489),(40,8426),(41,13855),(42,11521),(43,16868),(48,4646),(49,1093),(50,7076),(52,8588),(56,16656),(58,13047),(60,12152),(79,6293),(80,10393),(83,11257)]	51.787917
6	[(3,15947),(9,10846),(11,5412),(13,8808),(14,6059),(17,7684),(20,17830),(25,529),(27,8539),(29,15417),(35,10113),(39,9030),(43,804),(46,9192),(49,4973),(50,11730),(52,14109),(54,14701),(59,6138),(66,14490),(72,11719),(74,16219),(75,1248),(76,3029),(78,7132),(79,12133),(81,2870),(82,12539),(85,11825),(90,14627),(91,10251)]	52.129706
7	[(1,1100),(4,16984),(5,8814),(13,10409),(14,10398),(16,4703),(29,16142),(34,1726),(35,4495),(44,3945),(61,375),(62,10689),(63,3386),(68,10626),(72,12780),(73,2065),(74,13787),(75,11276),(77,14545),(84,15223),(87,8136),(88,6921),(91,2624)]	57.943664
8	[(1,9106),(5,9081),(12,15129),(20,8198),(25,11177),(31,4494),(37,14040),(38,3048),(45,15222),(46,7185),(47,15630),(48,6310),(49,14721),(53,5920),(59,2721),(63,3532),(64,5009),(67,15433),(69,508),(72,13804),(75,16724),(83,1308),(85,2029),(87,1497),(88,7468),(90,13515),(91,8068)]	52.370517
9	[(2,17173),(3,8950),(8,4281),(15,8154),(22,1539),(25,7797),(40,7318),(42,448),(44,11526),(45,1468),(47,7794),(48,10593),(51,8123),(54,17147),(58,6215),(69,5015),(71,17083),(80,352),(81,1645),(84,9947),(86,2562),(89,1186),(92,7798)]	54.411433
10	[(0,12050),(6,1783),(7,3628),(12,17261),(15,1367),(16,17411),(19,14421),(22,5008),(25,8359),(30,11373),(33,5703),(35,3385),(47,7724),(48,13577),(63,13038),(64,12124),(72,17388),(75,2840),(81,11093),(83,12296),(85,16174),(86,4436),(92,16828)]	62.393593
