ruleset_index	matches	time_ms
0	[(2,10691),(4,8924),(10,5725),(13,12902),(23,127),(28,3825),(30,6169),(32,8647),(37,12825),(58,6444),(63,13481),(65,5149),(66,1408),(71,4142),(80,13883),(81,8465),(85,813),(87,12931)]	41.678556
1	[(13,2137),(17,5976),(25,11448),(26,12626),(32,12304),(35,860),(39,3317),(45,13028),(54,926),(55,13966),(56,2602),(59,12243),(60,4958),(64,8566),(67,11579),(68,12942),(73,10667),(82,11558),(85,9394),(86,7122),(92,3373)]	41.545124
2	[(5,10349),(14,6210),(17,2218),(18,11294),(30,11580),(50,9829),(53,13023),(62,4045),(65,13883),(66,8465),(70,11218),(72,7222),(76,1196)]	43.239333
3	[(0,13841),(13,5146),(23,1371),(28,11904),(29,8633),(41,13786),(47,6846),(53,8415),(55,2938),(62,5302),(67,931),(73,11860),(77,1348),(83,12686)]	41.805088
4	[(1,6344),(4,12441),(5,4500),(20,2313),(23,13999),(30,10972),(31,4879),(33,10606),(35,13832),(57,3662),(61,13914),(65,12355),(75,10760),(77,9413),(78,380),(83,2542),(86,10283),(89,2980)]	41.483701
5	[(0,9351),(9,5999),(11,4189),(12,1888),(18,3778),(25,12538),(27,9371),(28,12821),(32,4152),(35,8439),(43,6483),(44,8835),(54,6106),(55,5008),(59,870),(61,12353),(62,3914),(64,3468),(65,6256),(73,9243),(75,8588),(82,1091),(92,11150)]	42.297819
6	[(0,8941),(1,12896),(6,2971),(9,10189),(11,525),(15,4726),(17,13359),(28,2521),(32,13283),(33,4632),(36,12934),(41,9132),(61,50),(62,7940),(69,4345),(70,4728),(77,406),(85,3760),(87,4863),(90,5207)]	41.076939
7	[(4,13702),(9,4878),(10,2170),(12,1419),(16,8943),(22,12524),(24,6217),(31,10723),(35,8969),(43,11371),(44,4828),(45,8407),(52,985),(55,11675),(60,11282),(69,3244),(72,4616),(73,3980),(76,631),(77,12146),(79,10117),(80,13945),(81,3819),(88,2075)]	41.037253
8	[(3,2497),(4,7976),(11,3659),(21,5010),(23,7389),(24,10808),(29,8450),(35,9783),(40,12363),(41,9462),(42,9043),(43,11994),(49,663),(50,13427),(51,7913),(52,11696),(63,3932),(67,2375),(88,13266),(90,4583)]	42.274588
9	[(0,12390),(1,7648),(5,11056),(9,10610),(12,2704),(15,4126),(21,772),(41,9355),(46,8791),(50,10422),(55,13458),(58,8058),(65,4664),(67,4769),(68,6882),(71,13325),(77,13868),(78,13734),(82,2554),(85,13122),(88,11845),(90,9294)]	41.254445
