ruleset_index	matches	time_ms
0	[(0,18004),(4,24494),(6,33961),(7,24200),(8,1923),(10,28093),(13,29208),(15,36357),(16,22669),(17,34167),(19,11474),(20,12000),(23,32064),(24,2236),(25,17201),(26,2127),(29,2167),(31,143),(32,2315),(33,31773),(34,24755),(35,25334),(38,19706),(39,6301),(41,11016),(42,20716),(44,24469),(45,24591),(49,25321),(50,28815),(51,30943),(53,5201),(55,28239),(56,8093),(58,20660),(59,1292),(60,33790),(61,26905),(63,3686),(66,14213),(67,22042),(68,29534),(69,35573),(71,9897),(72,18115),(74,7411),(78,12206),(79,23970),(80,24976),(81,3287),(83,1067),(84,11009),(85,6200),(86,5365),(87,31606),(89,36300),(90,33581),(91,7119),(92,23457)]	122.164512
1	[(0,3286),(6,25369),(8,10104),(9,5464),(10,34264),(11,14636),(14,36625),(15,33426),(16,29054),(18,25449),(19,3271),(20,8259),(23,5836),(25,6690),(27,35364),(30,616),(31,9300),(32,4754),(34,26731),(37,15472),(39,6),(40,34139),(41,13485),(43,3145),(45,34419),(47,2891),(49,15585),(50,10962),(53,25263),(55,15443),(56,18724),(57,27126),(59,4239),(62,10065),(64,10844),(66,35987),(67,23680),(68,17097),(69,23006),(72,24927),(73,18892),(76,7942),(78,13076),(79,33401),(82,18203),(83,20802),(84,15972),(85,30867),(89,13550),(90,15561),(92,4844)]	115.335470
2	[(1,13972),(4,24296),(6,13421),(7,12499),(8,10217),(9,29937),(10,7674),(11,21569),(12,28889),(13,26622),(15,20571),(16,2689),(18,25079),(23,13229),(24,27490),(29,5298),(30,31352),(32,28479),(34,28684),(35,26633),(37,9761),(38,18004),(41,13814),(42,29314),(43,21112),(44,2176),(45,3414),(47,30649),(48,19274),(50,1206),(52,1623),(53,33471),(54,6396),(58,23325),(60,31797),(61,6375),(62,33466),(63,2189),(64,23970),(65,24976),(66,3287),(67,30461),(70,15101),(71,29097),(72,19426),(73,14847),(74,19768),(77,18245),(82,26486),(83,36838),(84,7873),(87,2637),(91,27930)]	117.066533
3	[(0,32600),(5,19734),(9,17881),(11,25454),(12,909),(14,14214),(16,1470),(17,5058),(18,32265),(20,8996),(22,9191),(25,27810),(27,3802),(28,25803),(29,27742),(32,30285),(34,16889),(35,27992),(36,26879),(37,20443),(38,7586),(40,27033),(42,33401),(44,33044),(45,17117),(49,35340),(50,23527),(52,13751),(54,1629),(55,34260),(56,9021),(57,13452),(58,32873),(59,26425),(62,31743),(63,19754),(64,30249),(65,6339),(68,8208),(70,6167),(72,25546),(73,1582),(76,27820),(78,33532),(79,19532),(80,25149),(81,17440),(82,16464),(83,16909),(84,2022),(85,17189),(86,35688),(87,31667),(88,1182),(90,29228),(92,35471)]	121.363684
4	[(1,26760),(6,7001),(7,4825),(10,10295),(11,20205),(14,2684),(16,19487),(18,26600),(19,36933),(20,19739),(21,24570),(25,24272),(27,18255),(30,4923),(31,36630),(32,28143),(33,14272),(34,31538),(37,3125),(38,8073),(42,24100),(43,30786),(46,22599),(48,34257),(49,31208),(50,26547),(51,17950),(52,4165),(53,35760),(54,15877),(57,27215),(58,14579),(60,23264),(61,28996),(62,26234),(63,35494),(66,22494),(67,13925),(70,15374),(74,34980),(75,17620),(78,30384),(79,9154),(82,2276),(83,30301),(84,8129),(85,5453),(88,31311),(89,11523),(90,12093),(91,11286)]	136.466195
5	[(0,5629),(2,3143),(5,24698),(6,21699),(8,6896),(10,12877),(12,8479),(14,30251),(15,29404),(17,32739),(20,18622),(22,11506),(23,21547),(24,27923),(27,30906),(29,20262),(31,12279),(32,6713),(34,18122),(36,14055),(37,4655),(38,34162),(39,34671),(41,33729),(47,31971),(49,18958),(50,37096),(51,17655),(52,30109),(56,26689),(57,33187),(58,20646),(59,24668),(60,12319),(61,10681),(65,13867),(67,19659),(70,6815),(71,17462),(73,9100),(74,18079),(75,14126),(76,1896),(78,21510),(80,33416),(81,18602),(82,11871),(83,35389),(84,6525),(87,14319),(88,2291),(89,31731),(91,24434),(92,31389)]	121.296458
6	[(1,36139),(2,25383),(4,12923),(6,34604),(8,11241),(10,8091),(11,27012),(12,6782),(13,1907),(14,820),(15,28697),(16,25966),(18,18939),(19,21581),(23,2329),(25,31091),(27,6268),(29,14785),(30,34539),(31,23577),(33,29942),(35,14855),(38,21958),(39,24105),(40,29065),(43,20607),(46,29370),(49,8646),(50,30544),(53,4999),(54,15004),(56,30497),(58,3867),(60,24508),(61,28288),(63,12829),(64,30353),(66,29509),(68,664),(69,1282),(70,2126),(71,9189),(72,8002),(74,29479),(75,15671),(76,30038),(77,25214),(78,5482),(80,16060),(86,32231),(88,16053),(89,18580),(90,2371),(91,12215),(92,28807)]	110.664479
7	[(0,34810),(1,5451),(5,2109),(7,20),(8,5067),(13,8193),(15,14611),(16,21545),(19,6196),(21,12241),(22,4542),(23,14103),(26,24250),(28,9065),(29,27072),(30,24334),(31,12814),(33,18764),(37,9381),(38,5948),(40,29751),(41,21898),(42,28375),(43,22573),(45,18287),(47,335),(48,19975),(50,24436),(52,33725),(53,5784),(54,33181),(55,20284),(56,24348),(60,22878),(61,19193),(62,34341),(63,23830),(64,24102),(65,4270),(66,1889),(68,24601),(69,21049),(70,18923),(72,3714),(77,1991),(81,33399),(82,14391),(84,10408),(86,34520),(87,449),(88,34131),(89,148)]	162.354979
8	[(0,8640),(1,2121),(2,34830),(3,35193),(4,6750),(6,11136),(8,27081),(10,26312),(11,29556),(12,30051),(13,2735),(14,31057),(15,20793),(16,9233),(18,25790),(20,27454),(21,12959),(22,4050),(25,15145),(30,29945),(32,35376),(33,30899),(35,11026),(37,5278),(38,9716),(40,10097),(41,30660),(43,29231),(46,16377),(48,21322),(50,32480),(52,34075),(54,14214),(55,3436),(56,36733),(57,27802),(58,23991),(60,26563),(65,6237),(67,8953),(68,36822),(69,18716),(70,33706),(71,36766),(77,34658),(78,21705),(79,30043),(80,32652),(82,12576),(83,1203),(85,182),(86,35445),(87,7208),(88,18381),(89,30550),(90,391),(91,31026)]	124.174413
9	[(0,31428),(2,2057),(4,31274),(6,11461),(8,21496),(10,14376),(11,24456),(12,29071),(14,34111),(15,33765),(18,29827),(19,34652),(20,13184),(25,31661),(27,26050),(29,9220),(30,6759),(31,11404),(33,13637),(34,24185),(35,4104),(38,22615),(39,25694),(41,15248),(42,29096),(43,27044),(44,35280),(45,33213),(46,5714),(47,23425),(48,11029),(51,5346),(52,33550),(53,5474),(54,9796),(56,10521),(58,3892),(59,3623),(60,35600),(62,20742),(63,16473),(64,10560),(65,647),(67,35617),(68,24721),(70,15630),(72,11324),(73,24505),(74,17523),(76,28756),(82,34548),(83,5259),(85,20013),(87,13069),(88,9091),(89,27568),(90,25045)]	106.485755
