ruleset_index	matches	time_ms
0	[(8,2458),(10,6517),(11,5613),(21,3763),(34,4757),(37,5903),(42,7206),(51,29),(54,2601),(57,4682),(63,1739),(66,905),(76,1082),(77,7087)]	25.030234
1	[(28,942),(37,944),(50,4869),(51,4168),(71,1608),(73,5842),(75,265),(76,5887),(83,1449)]	27.422496
2	[(0,6167),(2,3438),(4,730),(22,550),(45,7234),(48,5674),(60,5740),(67,3634),(87,4230)]	27.154950
3	[(11,6337),(15,4000),(32,6513),(33,4291),(34,481),(51,2570),(66,7136),(84,2021),(91,3653)]	26.976945
4	[(2,5964),(8,3578),(16,690),(31,2849),(46,5278),(57,6628),(64,2913),(87,6120)]	24.795490
5	[(13,3857),(14,7254),(17,701),(23,6270),(38,857),(50,3803),(60,1721),(68,3453),(69,5211),(77,5381),(83,4855),(85,3779),(88,4504)]	24.270486
6	[(4,1405),(8,5660),(17,2807),(18,6556),(31,4141),(32,2962),(34,959),(35,2452),(41,1648),(56,2652),(59,1818),(79,1673),(84,7039)]	25.826790
7	[(5,3884),(26,731),(31,3552),(34,4682),(37,4691),(51,5363),(69,4339),(77,5153),(82,5796)]	24.890928
8	[(11,6888),(13,5397),(22,533),(44,5448),(57,1718),(58,7251),(61,401),(64,2346),(65,3341),(89,5571)]	25.845171
9	[(0,3980),(2,5270),(11,6413),(15,620),(17,1091),(21,2025),(35,5409),(48,2882),(51,150),(58,516),(75,5490),(78,5997),(84,4086),(86,647)]	26.997849
10	[(2,7189),(4,1458),(8,6363),(14,82),(36,6385),(42,227),(77,3229),(80,2970),(86,1189)]	25.297554
11	[(10,1501),(17,6542),(18,1937),(37,5018),(45,4310),(57,6611),(59,2879),(75,251)]	24.936978
12	[(2,1974),(8,3864),(26,296),(29,2811),(40,1476),(43,2178),(48,5417),(52,1104),(54,1608),(56,5842),(68,3656),(81,620),(83,909),(89,6264),(92,7206)]	25.163090
13	[(8,1210),(14,3166),(18,1853),(24,340),(35,1807),(36,4447),(59,7212),(61,3002),(68,785),(75,5859),(78,3216),(82,6972),(89,2481)]	24.951879
14	[(29,6319),(31,7112),(35,223),(38,2684),(52,6291),(54,2034),(58,4480),(61,5370),(68,3862),(80,702),(89,4581)]	24.976193
15	[(1,1814),(29,2500),(33,6265),(36,6519),(41,6504),(45,533),(57,3481),(59,545),(83,5691),(88,4906)]	24.288617
16	[(4,4736),(12,260),(19,2423),(21,19),(38,317),(44,2948),(50,3485),(58,2528),(60,4396),(63,3960),(67,1171),(72,646),(79,971)]	24.878273
17	[(14,6991),(33,1973),(37,2908),(40,4987),(50,766),(55,3649),(71,37),(77,4345)]	24.895950
18	[(8,4937),(14,3842),(19,5883),(25,2804),(35,3759),(42,5753),(43,6668),(51,7330),(54,6510),(63,1332),(67,2132),(68,6402),(69,7150),(81,7347),(86,1158)]	24.905855
19	[(11,4929),(14,239),(21,1602),(22,3833),(24,3794),(38,4563),(39,353),(50,6633),(53,259),(58,4985),(75,2329),(81,3987)]	25.277549
20	[(6,2935),(12,5918),(20,3213),(24,4978),(40,4390),(48,1840),(67,539)]	25.192915
21	[(0,1632),(4,1532),(5,6419),(17,2244),(22,2493),(40,3416),(50,6376),(59,1964),(62,7121),(65,262),(70,1027),(73,5435),(85,1172)]	38.397366
22	[(10,4314),(11,2113),(17,487),(23,3314),(42,2319),(60,3028),(68,1110),(73,1664),(81,3054),(86,600)]	34.004000
23	[(0,4910),(3,754),(4,6451),(7,4217),(10,546),(26,5205),(56,3181),(70,1268),(81,4197),(84,4188),(85,6572),(87,603),(90,5109),(91,6600)]	34.522121
24	[(19,6617),(24,842),(25,6612),(45,3510),(49,6197),(67,3832),(69,3572),(70,6899),(85,6478),(87,6924)]	25.551457
25	[(8,7324),(12,3620),(19,2252),(24,1175),(25,1632),(30,1967),(35,166),(36,3202),(40,871),(53,1750),(63,4393),(66,343),(76,2806),(89,581)]	25.330102
26	[(0,1617),(4,6145),(7,4364),(15,122),(17,6680),(34,4166),(37,4538),(47,6610),(68,4207),(72,6673),(77,3097),(82,1552)]	26.748177
27	[(2,5041),(35,1399),(40,3303),(69,5296),(70,2216),(73,4456),(77,2955),(80,6649),(83,7320)]	25.303347
28	[(4,6998),(8,5601),(18,1656),(59,3869),(68,2193),(78,5495)]	25.322724
29	[(1,5936),(13,2417),(27,2152),(36,332),(41,1959),(50,4875),(60,1564),(86,6471)]	24.676939
30	[(11,6311),(14,640),(24,3173),(25,3272),(26,3879),(32,4403),(34,5889),(40,5638),(68,1199),(72,32),(77,3198),(91,6456)]	24.598189
31	[(4,1902),(6,6094),(7,4992),(32,5943),(65,5919),(67,1526),(73,1646),(76,5300),(90,727)]	25.258489
32	[(9,6502),(10,6095),(19,505),(38,6327),(40,2659),(44,2469),(48,1883),(62,149),(73,1798),(76,2141),(84,3181),(86,7335),(88,5324),(89,3786)]	25.431891
33	[(25,2409),(29,827),(43,4508),(61,3305),(71,1777),(74,6713),(82,5966)]	24.614019
34	[(4,3035),(12,5025),(23,1488),(30,3282),(33,1632),(53,5505),(60,5700),(83,3529),(84,5102)]	26.138445
35	[(1,3513),(6,4504),(9,4085),(12,4493),(14,6052),(19,6665),(43,6823),(44,3851),(51,3590),(53,1165),(66,3027),(70,1195),(87,1590)]	24.626374
36	[(13,3818),(37,928),(49,778),(55,5603),(70,1707),(74,3857),(77,2365),(81,319),(88,1098)]	25.363380
37	[(4,6888),(12,5972),(13,6733),(15,6972),(35,642),(37,4417),(40,4602),(56,4219),(61,6049),(62,873),(78,5585),(85,2188)]	24.687971
38	[(2,5341),(22,1274),(26,7246),(27,6589),(28,613),(33,5396),(40,5867),(41,3392),(42,3570),(44,6329),(51,1729),(61,2832),(62,964),(80,6537)]	24.693723
39	[(11,6545),(13,1898),(31,1390),(32,7324),(33,2421),(35,5507),(40,5887),(41,1568),(44,1176),(53,2195),(60,2468),(65,56),(71,3792),(75,7105),(79,4842),(87,1041),(88,5966)]	24.846054
40	[(0,1568),(7,6107),(8,362),(12,6211),(31,6701),(33,2444),(49,256),(51,3683),(54,1482),(60,1939),(64,180),(66,6120),(84,3373)]	25.406524
41	[(8,563),(9,5300),(11,4904),(21,5543),(40,3155),(43,801),(46,2751),(53,7262),(56,156),(62,4049),(77,5359),(81,1181),(88,419)]	26.974629
42	[(15,1011),(17,2827),(22,6033),(42,3229),(73,7174),(74,981),(77,2996)]	25.219801
43	[(15,4531),(23,3818),(27,6003),(40,2092),(45,2014),(47,6985),(50,967),(53,6115),(61,4760),(62,1392),(69,4312),(80,933),(89,6467)]	25.456097
44	[(5,6386),(16,4875),(17,6921),(23,3281),(24,3217),(25,2976),(28,2076),(32,3594),(35,7186),(64,749),(67,5229),(80,5113)]	25.503851
45	[(4,6983),(8,641),(21,1374),(31,4706),(43,3885),(44,2681),(56,6220),(65,4154),(85,1424)]	24.606221
46	[(5,471),(7,1755),(9,2026),(13,7085),(17,5356),(29,379),(36,5864),(53,1847),(60,7011),(63,3991),(74,6890),(88,3721)]	25.058312
47	[(0,782),(22,5984),(44,3867),(50,6613),(65,1329),(73,2892),(74,3523),(78,218)]	24.935833
48	[(23,6163),(34,6753),(49,2909),(55,5903),(59,3825),(65,2098),(66,6614),(78,3971),(89,1967)]	25.087343
49	[(22,1180),(49,4104),(63,4603),(64,6270),(75,3571),(92,6442)]	24.276395
50	[(5,2340),(6,5297),(35,3895),(46,3495),(56,2432),(58,2125),(61,2230),(91,4529)]	24.473121
51	[(6,1294),(7,1442),(13,235),(14,3007),(18,2560),(29,704),(41,5559),(44,701),(46,4175),(47,6507),(49,5997),(59,5538),(81,6036)]	24.678219
52	[(1,5520),(18,6763),(36,1462),(41,3133),(43,506),(45,4739),(46,6035),(65,2686),(70,3572),(81,671)]	24.508667
53	[(3,4658),(9,2945),(36,4284),(48,226),(52,7127),(54,3288),(55,865),(71,7141),(82,6900),(90,4035)]	24.150938
54	[(12,1330),(25,2177),(31,6376),(42,5143),(58,2666),(60,3393),(62,47),(63,1660),(66,5249),(79,4144)]	24.766215
55	[(1,3401),(3,6778),(26,6120),(28,2426),(49,2439),(62,3849),(63,4816),(75,7048),(76,6904)]	24.703604
56	[(5,3434),(8,431),(12,6308),(21,1770),(23,7062),(36,6082),(46,190),(72,6381),(79,2226),(81,5921),(82,4537),(84,2160),(86,5996)]	24.814408
57	[(4,967),(7,6419),(14,4624),(22,2619),(30,3670),(34,5738),(46,3945),(55,4399),(56,4738),(62,1002),(71,6299),(74,4134),(89,3204)]	24.475926
58	[(1,5057),(9,2853),(17,6213),(20,2716),(45,5152),(57,3752),(72,2770),(85,6185),(86,5144)]	24.289299
59	[(10,6624),(19,3488),(53,5114),(59,2212),(85,446),(89,2609)]	24.489746
60	[(14,3697),(17,1160),(26,1671),(30,6050),(35,322),(41,3301),(50,5462),(52,1664),(64,3030),(71,7062)]	24.795390
61	[(5,496),(17,6619),(24,5310),(26,772),(28,3748),(39,344),(43,7246),(44,6589),(51,2849),(64,4097),(66,6184),(67,6342),(76,4400),(90,6141)]	32.168846
62	[(20,438),(27,5277),(41,4374),(43,3398),(49,4978),(57,4714),(64,5049),(68,376),(71,5332),(92,3313)]	43.517761
63	[(6,6611),(7,2947),(13,2241),(57,3498),(67,4034),(83,6314),(84,5428),(86,794),(90,514)]	27.163902
64	[(5,4470),(19,5861),(25,5836),(31,4008),(47,6887),(64,2195)]	24.705393
65	[(6,6613),(10,5323),(11,976),(24,5600),(30,4803),(52,1687),(53,4678),(54,1849),(61,2744),(63,5911),(65,6361),(66,1650),(78,4500),(91,724)]	28.162281
66	[(3,1233),(11,1645),(29,475),(34,3592),(38,3730),(41,6215),(42,2771),(53,4270),(59,1138),(67,3332),(75,4075),(91,6349)]	24.648963
67	[(6,5897),(7,5110),(18,5897),(28,6331),(58,3519),(65,2263),(68,5890),(88,3185),(90,5730)]	24.431206
68	[(0,4373),(13,4716),(26,1017),(41,6428),(45,3464),(47,2559),(52,343),(58,2679),(63,6173),(78,1822)]	24.919841
69	[(0,2534),(10,2185),(11,2556),(26,7164),(30,1507),(31,733),(36,1903),(42,4272),(52,3101),(59,3295),(74,4585),(76,4672),(82,2817)]	24.677668
70	[(5,7056),(13,271),(18,1047),(26,3579),(58,2302),(65,2017),(69,3274),(75,4710),(89,565),(91,1919)]	24.894411
71	[(11,5271),(15,6968),(17,1816),(34,3806),(38,4803),(64,497),(66,4648),(68,44),(69,5724),(73,1381)]	24.853481
72	[(7,4749),(44,4538),(53,414),(63,5147),(70,7053),(72,1533),(88,5419)]	24.187289
73	[(0,4416),(17,5845),(20,6496),(32,6988),(50,1202),(51,582),(52,3913),(65,4899),(71,524),(80,1713)]	24.563917
74	[(4,4228),(6,736),(9,6632),(13,3274),(25,7208),(33,6521),(38,5285),(41,4787),(56,6625),(59,3602),(64,602),(85,346),(87,5780)]	24.283826
75	[(2,4351),(23,3113),(25,4561),(37,604),(39,2982),(40,6098),(46,6651),(48,6972),(65,1473),(68,3353),(87,3355),(88,4911)]	25.655192
76	[(0,1540),(9,2240),(11,4585),(28,3498),(30,2711),(35,882),(37,1840),(38,5635),(45,5521),(49,5653),(56,6575),(63,6003),(69,568),(73,1022),(85,6389),(86,1347),(87,1072),(88,342),(89,6605)]	27.364639
77	[(0,4619),(9,4685),(18,289),(28,1595),(37,4956),(39,4201),(40,6079),(55,6031),(73,2743),(86,1427)]	25.563183
78	[(6,3041),(10,148),(21,4717),(25,3380),(39,3534),(41,1756),(45,4176),(52,329),(54,1195),(64,2096),(78,167),(90,6674)]	25.273939
79	[(10,1271),(16,2708),(19,2592),(48,3635),(59,1982),(63,3859),(66,6703),(68,1601),(72,1112),(85,2198)]	24.932858
80	[(5,4174),(6,4820),(7,288),(22,5700),(26,3976),(42,6249),(48,4142),(51,5223),(57,290),(71,4085),(90,7124)]	27.997018
81	[(1,4156),(2,3918),(5,1804),(7,1331),(11,4359),(28,2410),(31,5670),(40,3531),(41,7276),(49,7140),(55,6014),(58,3917),(64,3011),(67,5002),(70,2971),(75,4991),(78,4900),(84,4619),(86,5978)]	25.894439
82	[(6,475),(21,7129),(24,472),(34,1675),(44,5688),(53,1596),(88,2902)]	25.137067
83	[(12,6386),(13,2754),(16,4876),(20,4417),(25,3809),(27,5276),(60,6216),(63,2960),(65,4790),(66,5875),(81,871)]	25.123068
84	[(2,2803),(4,5762),(10,3189),(19,7097),(28,936),(38,7239),(49,1983),(86,4101)]	25.034820
85	[(3,4215),(4,4713),(22,7038),(23,3913),(33,2824),(43,4402),(59,6565),(69,6102),(83,1128),(84,6331)]	24.890260
86	[(18,976),(28,6519),(37,3234),(48,419),(65,4987),(79,2342),(87,1681)]	24.895163
87	[(1,4370),(4,2799),(6,3427),(43,3051),(48,4263),(51,3683),(54,2232),(62,7079),(82,4715),(90,363),(92,4387)]	25.074053
88	[(0,2260),(3,5244),(5,1313),(20,6495),(22,5507),(32,5604),(51,1454),(52,5857),(56,5776),(63,3976),(66,5094),(78,3830),(79,4964),(87,2915)]	24.381589
89	[(20,4566),(39,4836),(43,4950),(50,5561),(54,5795),(84,3677),(85,4497),(90,5457)]	24.585320
90	[(12,808),(31,823),(39,3175),(40,394),(44,3255),(64,6208)]	25.045796
91	[(8,580),(32,1965),(36,5626),(53,5818),(57,4079),(63,4637),(73,1046),(82,7332),(87,6605)]	25.630232
92	[(21,5601),(23,1318),(27,1561),(37,6771),(38,6665),(41,4635),(63,3876),(85,3978)]	24.403749
93	[(2,3438),(12,6194),(30,4739),(31,6035),(34,1231),(37,3638),(39,1712),(51,3287),(66,497)]	25.387766
94	[(38,5347),(40,5550),(45,6449),(66,7048),(67,6904),(77,2258),(79,4783),(89,7271)]	25.310334
95	[(3,927),(4,2049),(11,5192),(19,6422),(33,3780),(35,6961),(57,6624),(60,5117),(80,2047),(92,6041)]	24.600260
96	[(7,4736),(10,2252),(14,2676),(16,5972),(45,1489),(49,4352),(55,6560),(60,24),(68,5122),(78,5324),(79,3786),(82,2131)]	25.149507
97	[(1,1701),(17,7043),(26,6711),(30,1041),(41,7233),(47,2245),(60,3914),(76,6236),(81,5214),(83,6836)]	24.938738
98	[(11,1424),(13,2567),(24,4090),(57,4995),(63,3491),(73,2715),(77,1721),(80,5194),(89,6739)]	26.337382
99	[(4,2835),(5,2378),(52,3464),(70,968),(78,6374),(87,2372),(90,4034)]	25.198599
100	[(5,7116),(7,5240),(15,254),(17,3773),(19,1023),(70,1590),(72,3825),(83,4201),(84,6079),(85,2774),(92,1190)]	27.792805
101	[(7,2588),(16,1709),(17,1782),(19,3051),(28,2799),(30,3806),(41,2844),(55,2240),(61,2185),(74,6440),(88,4747),(89,2460),(90,6405),(91,5270)]	42.112861
102	[(0,7218),(15,4077),(18,1189),(25,4056),(26,6750),(31,5415),(39,6093),(41,2005),(42,4905),(50,5212),(62,7052),(79,5403),(86,781),(87,4608)]	36.723553
103	[(5,6043),(6,6158),(7,1560),(17,5420),(29,6458),(64,4387),(67,3867),(74,876),(81,2872),(84,4727),(86,1896),(89,4594)]	25.622158
104	[(10,2827),(11,1797),(20,3011),(57,5941),(72,2460),(85,2767)]	25.431121
105	[(1,1669),(13,4849),(14,7211),(15,1702),(19,5385),(23,1610),(34,7072),(71,3698),(76,4367)]	24.610814
106	[(0,1590),(7,6349),(11,2590),(16,6419),(21,5770),(23,1759),(30,6126),(33,6999),(35,2784),(64,6084),(70,3107),(73,4907),(74,847),(89,6657)]	24.897545
107	[(1,5394),(11,887),(17,3430),(19,1237),(24,5391),(27,1551),(28,2677),(55,953),(81,3980),(86,3815),(88,219),(89,3879)]	26.498641
108	[(4,778),(6,665),(18,4173),(30,6403),(34,7242),(35,557),(40,1151),(43,4071),(57,4093),(58,1058),(60,3289),(62,2954),(85,1410)]	27.893737
109	[(7,1847),(10,2507),(14,840),(19,2261),(30,7118),(32,1312),(34,6520),(38,16),(52,3215),(55,4131),(58,980),(59,1197),(83,6780),(92,752)]	24.982703
110	[(9,2733),(11,7094),(15,3332),(17,2512),(39,6429),(42,5070),(63,4417),(65,3267),(67,1035),(89,5208),(91,2762)]	28.487410
111	[(15,3848),(19,3117),(23,878),(24,5199),(25,6819),(38,2765),(44,1812),(49,186),(50,3653),(80,7256)]	24.409273
112	[(18,729),(20,6643),(31,5654),(44,5999),(48,4967),(50,5459),(53,6905),(56,251),(60,2587),(63,2768),(65,4158),(70,4465),(73,79),(77,5909),(82,6492),(89,1125)]	27.096678
113	[(5,5951),(12,2959),(13,135),(41,1163),(52,5661),(58,917),(76,6969),(85,4667)]	24.216707
114	[(12,5625),(15,4860),(30,4672),(36,4240),(43,3546),(48,512),(49,5618),(59,1355),(66,3474),(68,6677),(85,1011),(86,7318)]	24.161047
115	[(27,6776),(32,4339),(35,6181),(46,7037),(48,6226),(53,1985),(72,7301),(80,1234),(84,6681)]	24.179675
116	[(1,4873),(2,6390),(38,7216),(41,1247),(54,6281),(64,4456),(70,758),(73,1350)]	24.184156
117	[(9,847),(11,2761),(15,3778),(20,4032),(21,1559),(64,6685)]	24.174769
