ruleset_index	matches	time_ms
0	[(1,30325),(2,25069),(3,22654),(5,32920),(7,3579),(8,27675),(10,32263),(12,30610),(16,24619),(23,2979),(24,5434),(25,25306),(26,1888),(28,17879),(30,30696),(34,27714),(36,31248),(41,15276),(42,16623),(47,34466),(49,29326),(55,10383),(58,19930),(59,1201),(61,19562),(62,7925),(63,31056),(67,34656),(69,24182),(71,9019),(72,4438),(73,16888),(74,9687),(75,29044),(79,12100),(82,23005),(85,2235),(87,30554),(90,31803)]	120.972294
1	[(1,31555),(2,16527),(4,2029),(7,13080),(11,26865),(13,34528),(14,2079),(15,12066),(16,18406),(19,6149),(21,23297),(22,5981),(23,19169),(25,31252),(27,25817),(28,4182),(29,28448),(30,11218),(31,27944),(34,23629),(35,25011),(36,15850),(37,3164),(40,20791),(41,19770),(44,26140),(47,22985),(48,28814),(49,29409),(50,19785),(51,31503),(52,33196),(54,27775),(58,34478),(59,23037),(60,8946),(63,18159),(64,16555),(65,20115),(67,23042),(70,11981),(71,26333),(73,8235),(77,22790),(79,13859),(80,21636),(81,16566),(83,4107),(85,13582),(86,14894),(89,27562),(90,23671),(91,29294)]	110.918441
2	[(4,13837),(5,11942),(7,21606),(11,3722),(12,13714),(16,21917),(18,12047),(19,10481),(20,5745),(23,10297),(24,5524),(29,20748),(30,23633),(31,33263),(33,22773),(37,15469),(39,23122),(44,1352),(45,25183),(47,4705),(49,21421),(50,22228),(52,27362),(56,8383),(57,11882),(62,3917),(64,12100),(67,4756),(69,3217),(70,12550),(71,20454),(72,14299),(74,18589),(77,27518),(78,31800),(81,27176),(82,16085),(84,2830),(85,12608),(86,34143),(89,16011),(92,8073)]	123.520722
3	[(1,4951),(2,30559),(3,6541),(9,18452),(11,17136),(12,10106),(15,2377),(17,18090),(18,34226),(20,26933),(21,8052),(23,20164),(24,284),(26,9692),(34,34570),(35,5503),(38,19847),(40,11982),(41,32667),(42,13859),(43,21636),(44,5451),(45,29175),(46,17041),(47,1056),(50,21143),(52,31292),(53,15893),(55,25495),(58,12127),(59,27595),(63,3786),(64,1530),(67,31687),(69,7216),(70,9129),(71,25100),(75,155),(76,15481),(78,24556),(80,1157),(81,29343),(82,27177),(85,11975),(86,11741),(88,15815),(90,34582),(91,14555),(92,14628)]	106.907347
4	[(0,31988),(2,11257),(6,31978),(7,5409),(9,19664),(10,25598),(11,26136),(16,26707),(18,26368),(20,20109),(21,6968),(24,24568),(29,1069),(30,32423),(31,26985),(34,24547),(35,32847),(36,27910),(37,18819),(38,22672),(44,9604),(45,21115),(46,10321),(48,32262),(49,30878),(50,15599),(52,3103),(53,10289),(55,16636),(56,10090),(58,29371),(59,5982),(60,18188),(62,22682),(64,13970),(65,7524),(66,24946),(67,491),(68,8420),(70,10884),(71,5614),(72,23492),(73,28363),(75,16416),(76,20886),(77,21147),(79,33617),(80,3671),(81,33182),(83,13704),(84,11169),(88,4919),(90,229),(92,19392)]	111.701306
5	[(3,26756),(9,1560),(13,633),(14,28620),(19,15656),(21,18025),(22,22741),(23,198),(24,20635),(25,6739),(27,7276),(28,13677),(29,17508),(30,534),(32,29051),(34,189),(35,16266),(37,16818),(39,8804),(40,5369),(41,686),(42,25571),(43,5616),(45,946),(52,6450),(56,938),(57,26937),(58,878),(59,6123),(61,25711),(62,17668),(64,12801),(65,20557),(67,30943),(74,3038),(75,25030),(77,1540),(80,19627),(82,13225),(83,12841),(85,25217),(90,7737),(91,6584)]	111.203427
6	[(1,19636),(2,28471),(4,29941),(10,8174),(11,32108),(12,6890),(15,13812),(19,7339),(20,10423),(23,3901),(24,11680),(25,12756),(26,28949),(28,24916),(30,27359),(35,4475),(36,7818),(38,4114),(39,22722),(41,73),(44,9866),(45,22415),(50,9234),(51,31967),(54,20527),(56,10763),(58,23814),(62,14365),(63,5858),(67,32394),(71,12696),(72,17389),(74,14626),(77,15929),(78,4191),(83,32778),(85,5582),(87,31725),(88,15777),(90,26597),(91,23978),(92,23708)]	103.777145
7	[(0,19448),(5,28922),(7,21881),(11,771),(15,1533),(16,18094),(19,14765),(21,9708),(22,34101),(23,16617),(24,15838),(25,9473),(27,11064),(36,25946),(40,10682),(41,19046),(42,29330),(43,8465),(45,14161),(46,13978),(47,16664),(50,3908),(53,24247),(54,10500),(56,30676),(57,1637),(58,23392),(60,19788),(61,22319),(62,33930),(64,24262),(66,21459),(69,902),(71,30723),(72,31564),(74,30620),(75,2267),(77,29340),(78,18457),(79,10900),(80,23384),(81,26839),(83,2846),(85,807),(86,33842),(87,11405),(89,24527),(90,33179),(91,27496)]	99.071241
8	[(0,28662),(1,29839),(2,21398),(3,12351),(5,24788),(6,9990),(7,17398),(8,11511),(9,20457),(10,15650),(13,16935),(15,16224),(19,988),(24,6137),(25,15413),(26,8042),(30,14632),(31,20679),(32,21491),(33,3757),(34,10788),(37,4719),(40,23309),(42,25882),(45,3630),(48,19418),(50,30419),(55,26163),(61,14550),(62,12843),(63,32464),(66,25),(70,30566),(71,1640),(74,21573),(76,28909),(78,21590),(79,24671),(80,26342),(81,7930),(82,19649),(83,10753),(84,32124),(85,23182),(87,32515),(88,5495),(90,17446),(92,33633)]	103.972745
9	[(2,26938),(6,23215),(7,32228),(10,22351),(12,7559),(13,23993),(14,21882),(15,26056),(16,15398),(17,26638),(18,9349),(19,29476),(21,12140),(23,4173),(24,15440),(25,705),(26,21419),(27,19065),(31,22079),(32,9213),(33,20540),(34,445),(36,25039),(37,27959),(39,21465),(42,18108),(43,17931),(44,22634),(46,10833),(49,27101),(50,6567),(51,17646),(52,11327),(53,21324),(54,4986),(61,10974),(62,7127),(67,28784),(69,24186),(71,29519),(72,10354),(74,32562),(75,24662),(76,16316),(77,8102),(78,33358),(80,428),(84,34671),(87,24221),(89,26766),(90,20160),(91,12221),(92,27624)]	109.524000
