ruleset_index	matches	time_ms
0	[(28,2728),(43,5143),(58,3903),(60,1957),(79,1494),(87,1804)]	33.032859
1	[(0,7976),(5,2925),(9,9608),(12,2983),(17,6403),(42,8921),(44,2113),(57,4155),(67,3246),(88,8268)]	31.065234
2	[(26,4090),(33,9545),(36,9212),(37,1491),(44,1010),(45,4799),(48,4054),(55,9182),(56,1123),(60,7338),(64,1494),(74,4846),(82,941),(85,7525),(90,4371)]	36.900303
3	[(4,6772),(9,2702),(18,1275),(36,710),(46,7577),(53,1202),(55,2240),(69,8058),(76,400),(87,2791),(90,3931)]	35.947494
4	[(5,9113),(8,3413),(30,6997),(39,4628),(60,1356),(71,1536),(82,8269),(85,2404),(87,6413),(91,3258)]	39.653428
5	[(7,2687),(28,7816),(29,925),(34,5956),(40,7037),(46,7798),(48,4884),(51,4864),(56,1695),(60,1554),(63,574),(70,6057),(77,4314),(80,3933),(91,6975)]	31.896013
6	[(0,4998),(2,7024),(3,8519),(15,6263),(20,6302),(22,8780),(27,1920),(32,5242),(35,5054),(42,6679),(45,5686),(46,5791),(57,7975),(66,2843),(74,1926),(84,6486),(89,2423)]	31.742406
7	[(1,1333),(8,3618),(23,3623),(42,8102),(44,6312),(46,9463),(52,919),(77,8456),(83,5168),(84,8670),(85,7433),(88,1210)]	31.560303
8	[(1,3741),(3,5893),(20,9241),(25,2674),(36,8066),(37,2606),(44,4522),(46,9618),(50,7599),(56,863),(60,5386),(71,315),(72,2238),(73,155),(85,6562),(92,3862)]	31.795903
9	[(4,1834),(5,858),(6,4957),(10,5334),(12,3427),(15,2039),(19,579),(31,1997),(35,2908),(49,4615),(54,7713),(57,5243),(66,7690),(67,1821),(75,3170),(79,8277),(82,5586),(83,4659),(90,8273)]	42.790744
10	[(1,9875),(2,1280),(5,203),(8,8119),(10,3334),(13,2887),(22,3797),(27,3879),(28,5988),(31,8147),(37,899),(38,7219),(39,9653),(41,5403),(48,6124),(49,2221),(51,3244),(64,8057),(79,8928),(81,5310),(83,7501),(84,3839),(88,5297)]	40.977470
11	[(8,2346),(15,7574),(18,1098),(26,939),(28,3750),(30,9062),(33,5968),(34,1257),(43,4174),(44,9127),(45,4042),(46,1544),(55,2426),(57,6363),(60,7659),(76,293),(82,3860),(83,743),(85,8453),(91,6367)]	32.311662
12	[(9,958),(11,9195),(12,1101),(14,5597),(15,3574),(17,1004),(20,8149),(23,471),(32,6049),(37,8670),(38,7433),(45,7077),(48,9247),(49,4011),(66,7080),(67,5424),(71,6242),(73,8709),(75,5903),(79,5385),(81,2039),(86,7956)]	31.279013
13	[(9,9341),(12,4503),(20,7253),(31,1260),(34,46),(37,6978),(41,7333),(42,2239),(47,8761),(48,760),(50,8937),(57,5294),(69,8844),(71,7956),(82,6794),(87,7065),(89,4564),(92,6822)]	31.246777
14	[(6,6534),(16,9145),(25,417),(44,7902),(53,4644),(72,2248),(78,5276),(80,7247),(85,4125),(88,524)]	31.320740
15	[(4,1742),(10,4482),(14,7479),(23,6718),(24,2026),(49,7779),(53,5434),(65,2776),(66,5047),(67,6867),(68,4037),(75,7245),(76,4049),(79,842),(89,2857)]	32.130610
16	[(20,5371),(23,3199),(32,6138),(39,7274),(42,8228),(46,4604),(54,4291),(58,5405),(63,2210),(81,8751)]	31.534935
17	[(11,1026),(35,2097),(46,172),(47,8400),(58,1211),(59,2900),(76,2572),(79,364)]	32.245010
18	[(0,888),(14,7295),(17,1900),(25,6850),(30,855),(36,215),(39,1660),(42,5106),(48,7530),(54,2245),(56,4962),(66,9001),(88,580),(89,2617)]	32.210448
19	[(3,2948),(8,8279),(15,8550),(20,9505),(23,1146),(27,9398),(36,7146),(38,6952),(41,1979),(42,9167),(51,6200),(54,8717),(57,8931),(66,6366),(81,6463)]	32.001282
20	[(14,8306),(18,2036),(20,1021),(21,7921),(34,6979),(45,9220),(47,2853),(50,6349),(53,5525),(58,4081),(75,2398),(80,984),(82,597)]	31.288987
21	[(4,2072),(7,1878),(21,6517),(24,572),(28,7778),(29,3480),(35,1304),(36,2589),(39,5752),(43,3702),(58,5606),(64,3466),(70,3324),(71,9407),(77,4654),(81,794),(91,3793)]	32.000911
22	[(10,3874),(13,9608),(18,8389),(23,6040),(33,9810),(34,3781),(50,9153),(60,4310),(75,6797),(78,7347),(79,9574),(81,4124),(92,936)]	31.525813
23	[(16,7245),(31,4736),(32,1377),(46,4009),(53,8942),(59,1566),(63,1555),(68,908),(71,4507),(73,1348),(80,9493),(85,5658),(92,6597)]	31.782486
24	[(4,174),(8,2174),(10,4400),(18,3623),(26,4441),(34,590),(39,6810),(44,8987),(45,1723),(48,796),(54,9156),(59,9909),(89,5094)]	31.397600
25	[(11,4412),(12,288),(28,5212),(43,8057),(71,4070),(72,2149),(73,2558),(74,7425),(77,8147),(80,2215),(81,6844),(84,5645),(90,6459)]	31.780314
26	[(0,2851),(1,3798),(2,2380),(19,3693),(23,2547),(24,3655),(39,7629),(42,5215),(56,4936),(62,5346),(64,7794),(88,8149),(91,5945)]	31.908313
27	[(2,8758),(5,9952),(22,1438),(27,817),(30,9723),(34,8018),(43,7404),(60,9795),(66,8444),(74,9077),(78,1391),(79,4105),(84,341),(86,735),(90,678)]	31.336222
28	[(11,7302),(12,1685),(25,5439),(28,8226),(36,5761),(55,3402),(56,6589),(57,8603),(60,6949),(72,4809),(74,4664),(75,6594),(79,6100),(81,8268),(84,6663),(89,9243)]	31.641891
29	[(3,1222),(13,6257),(16,2177),(19,8296),(28,346),(32,8012),(34,9257),(41,7977),(45,5673),(47,3046),(48,28),(59,3773),(61,3738),(68,6603),(69,5899),(70,3472),(71,8322),(78,6856),(89,213),(91,6224)]	31.858937
30	[(5,3744),(6,5509),(9,2157),(10,7392),(23,7936),(32,4735),(36,2002),(44,9480),(47,7062),(51,6221),(62,9634),(70,4557),(71,9764),(74,3288),(77,9381),(83,2906),(89,891)]	31.310772
31	[(8,7645),(10,4508),(13,1061),(15,445),(40,2268),(42,4416),(43,9559),(60,2329),(65,8679),(78,9343),(83,8161)]	31.498979
32	[(1,1279),(9,4887),(10,7889),(16,4824),(19,7531),(29,1979),(30,9167),(33,352),(36,8431),(37,142),(42,4156),(46,5075),(48,3950),(67,9864),(68,7203),(70,2767),(72,7721),(76,9762),(80,3213)]	31.806800
33	[(1,9735),(4,6193),(14,2936),(19,9657),(22,871),(23,4425),(24,3080),(28,9371),(31,2818),(32,3928),(33,7938),(34,4270),(35,4284),(51,7922),(55,2199),(66,5010),(75,3653),(80,2242),(82,8891),(86,1343),(89,4429)]	33.838404
34	[(2,9669),(3,8663),(7,1115),(10,4317),(11,8017),(15,3994),(21,5349),(22,4469),(23,1876),(31,518),(46,9370),(49,4440),(50,3144),(51,3009),(53,1835),(58,9593),(68,3029),(74,1812),(78,1930),(79,9689),(83,3699)]	41.665166
35	[(1,3195),(3,9920),(12,7581),(19,6786),(28,1464),(30,3511),(33,7939),(50,4623),(55,6655),(66,7978),(70,6099),(76,8881),(77,6078),(80,2911),(87,2255),(92,1641)]	32.168285
36	[(10,3751),(12,4138),(22,7245),(26,2018),(41,9696),(47,407),(58,4898),(59,9946),(81,996)]	32.035734
37	[(15,6794),(23,4266),(25,2065),(37,3386),(39,1820),(41,392),(42,3356),(47,2223),(48,1077),(50,2585),(52,6912),(53,5440),(54,1144),(56,4908),(59,8818),(65,2980),(72,3059),(79,9787),(80,7726),(82,2655),(84,7198),(88,5812),(91,2911)]	32.105377
38	[(6,9948),(10,8475),(15,824),(18,6624),(23,2506),(24,8767),(26,8486),(28,6118),(34,3319),(45,9220),(53,4063),(58,5604),(59,6924),(60,1709),(64,2056),(74,5150),(79,3242),(81,2771),(88,1149)]	31.230400
39	[(2,6619),(18,2431),(29,145),(33,337),(34,125),(35,5647),(38,4497),(46,2783),(77,9254),(85,6612),(88,8891),(91,9842),(92,4572)]	32.582308
