ruleset_index	matches	time_ms
0	[(5,4048),(22,362),(35,5370),(65,4965),(75,5211),(83,3211),(91,4126)]	23.214590
1	[(4,4478),(8,5097),(32,5037),(44,1026),(46,4267),(47,5792),(48,1312),(54,2712),(72,4583)]	25.222087
2	[(32,6735),(34,3240),(36,2200),(49,4530),(61,5609),(74,4966),(77,6132)]	30.089630
3	[(7,1706),(13,5919),(14,1828),(25,4629),(26,1990),(54,3266),(55,4269),(58,2941),(63,5472),(65,3858),(77,3437),(80,3551)]	24.256185
4	[(11,706),(13,5273),(21,832),(24,1013),(48,5692),(58,4268),(62,2430),(78,3043),(82,1376)]	24.073576
5	[(3,2635),(12,5067),(18,3299),(23,1643),(31,1245),(39,3172),(86,5653)]	23.324319
6	[(0,1935),(30,6662),(37,5615),(38,5435),(42,619),(45,1371),(50,3747),(61,6438)]	25.213186
7	[(1,6332),(13,6154),(18,4679),(30,2578),(35,6165),(38,4146),(50,2503),(58,4678),(59,5570),(75,2277),(86,1505)]	22.787170
8	[(10,6387),(16,4606),(28,6174),(34,5592),(54,1828),(59,944),(74,1104),(82,6177),(83,5344),(87,5243)]	23.386790
9	[(7,3368),(16,465),(31,4508),(32,1425),(40,673),(44,595),(52,3182),(69,5406),(70,2950),(79,3880),(84,2085),(89,6368)]	23.863658
10	[(12,5883),(19,1),(20,5918),(25,6104),(37,48),(39,4034),(43,2154),(51,4816),(53,2206),(59,3716),(83,276),(85,3110),(92,6260)]	23.158597
11	[(10,1303),(13,3469),(22,913),(23,6554),(34,3799),(40,5996),(44,6538),(49,3411),(61,6022),(77,348),(85,2160),(87,6616),(90,4217),(92,5744)]	23.448580
12	[(3,4045),(9,2176),(14,2157),(25,4320),(48,6083),(55,4583),(61,2131),(65,2451),(66,1802),(83,5100),(88,6047)]	23.128038
13	[(1,3749),(9,675),(11,2106),(17,6712),(28,1811),(29,4144),(39,4799),(41,4968),(50,2402),(65,4040),(69,2409),(79,2727),(91,6790)]	22.809344
14	[(16,397),(19,1987),(32,3650),(33,4651),(35,5611),(65,4118),(66,1120)]	22.872467
15	[(6,2789),(23,1748),(29,1309),(40,3953),(53,5130),(71,3217),(77,714),(92,5730)]	23.465141
16	[(8,5813),(19,1982),(60,558),(64,972),(73,1476),(80,4809),(83,2506)]	23.105225
17	[(4,2083),(7,3854),(8,5901),(31,3164),(43,6532),(53,3992),(76,4740),(86,3446)]	24.329257
18	[(18,686),(34,5914),(37,5879),(42,25),(56,2969),(71,2775),(75,2762),(86,6350),(91,6539)]	41.583281
19	[(13,4621),(19,824),(40,1439),(46,2598),(52,1880),(57,1164),(76,2689),(83,674),(84,5835),(89,6512),(90,2417)]	23.533287
20	[(0,5806),(2,6278),(16,3923),(24,5838),(34,3392),(73,987)]	23.034316
21	[(3,5810),(26,2852),(34,4252),(38,1375),(56,4367),(79,5329)]	23.265802
22	[(11,4324),(12,5097),(60,367),(68,1155),(69,5993),(92,5394)]	25.881081
23	[(24,6280),(26,924),(45,4351),(74,2350),(76,3353),(82,4614),(83,3993)]	26.600064
24	[(10,2035),(21,4489),(25,3571),(30,50),(33,3016),(36,4083),(37,971),(55,5901),(61,5745),(67,1080)]	22.820063
25	[(3,3297),(5,6335),(19,3540),(33,1093),(40,4179),(47,4336),(56,3884),(65,1410),(69,3004),(72,3825),(80,1283),(83,136),(92,422)]	23.588790
