ruleset_index	matches	time_ms
0	[(0,13178),(1,17155),(2,4528),(6,13763),(15,17401),(21,8884),(23,5006),(24,11860),(27,17178),(30,17130),(31,19181),(32,2923),(39,15301),(40,12041),(41,15606),(43,10405),(49,12048),(58,17719),(60,6271),(66,723),(72,11835),(74,6830),(77,14380),(81,20310),(83,13606),(84,6764),(85,20211),(86,3246),(88,4530)]	58.736730
1	[(1,17815),(2,13117),(3,1999),(5,2904),(9,16817),(13,18517),(14,19096),(17,7058),(24,17334),(30,5050),(40,5317),(46,17078),(51,2685),(55,18803),(57,19001),(59,5003),(60,16263),(61,16410),(62,13913),(63,7278),(64,13627),(68,17083),(69,8199),(71,4896),(73,12508),(78,6484),(79,507),(80,1984),(86,9095),(87,10779),(91,15545)]	81.732391
2	[(2,14075),(7,15370),(10,13908),(11,5111),(15,2852),(16,7037),(22,915),(23,5254),(24,7874),(25,7403),(31,12201),(33,7104),(38,13178),(43,2269),(51,12671),(53,4300),(55,9607),(57,19320),(62,8640),(66,20310),(69,19682),(70,3261),(71,543),(73,6891),(75,7989),(78,16551),(82,8574),(84,12326),(89,5960),(92,13981)]	57.619020
3	[(3,17399),(5,18958),(6,1116),(7,2540),(8,5499),(13,4322),(15,12608),(16,10716),(19,8171),(30,390),(41,9500),(42,507),(43,1984),(47,8080),(55,15673),(56,11885),(62,20027),(63,7640),(64,16737),(70,19626),(76,3548),(80,11613),(81,11019),(87,3464),(88,13715),(92,8735)]	57.104647
4	[(2,11111),(4,19857),(5,20305),(6,15600),(8,10989),(11,9536),(14,20089),(15,3609),(16,10342),(17,17263),(21,15109),(24,17933),(27,15638),(28,15081),(32,16070),(39,1232),(45,4067),(47,16236),(51,17722),(55,7585),(56,10237),(60,6905),(61,20221),(64,8338),(65,16278),(67,14257),(70,17227),(75,7447),(78,17468),(80,15950),(84,6959),(86,16107),(88,2625),(89,16440),(90,18101)]	56.434738
5	[(2,8941),(6,8585),(7,12191),(10,6915),(11,17594),(14,16145),(18,16470),(20,16027),(21,10302),(22,15251),(27,6050),(29,9874),(30,12392),(38,4486),(39,6241),(40,4874),(46,7125),(48,12089),(56,7885),(57,13034),(65,6105),(66,14860),(67,9720),(71,1120),(74,11494),(79,4285),(84,14357),(86,12485),(92,19756)]	55.926661
6	[(2,7597),(4,6481),(6,7373),(7,12364),(12,18519),(16,9156),(18,2476),(19,14033),(24,19295),(29,9216),(32,16283),(40,1992),(41,12231),(43,6737),(50,16522),(53,3354),(57,20273),(59,5690),(63,361),(65,8105),(66,2756),(70,7195),(78,1463),(85,13852),(89,14128),(90,2934),(92,1097)]	56.444687
7	[(1,7647),(3,1628),(5,7541),(7,16585),(11,15786),(12,4536),(17,11787),(19,4038),(21,4616),(33,13501),(42,127),(48,2466),(50,10098),(51,8836),(53,6052),(54,12669),(55,4268),(60,13861),(61,12853),(63,12925),(64,17322),(68,5219),(74,11104),(77,13092),(79,7067),(84,1091),(86,7276),(87,3880),(89,2190),(91,6538)]	55.578114
8	[(2,124),(12,7805),(15,5956),(18,12487),(20,11377),(22,4806),(24,1112),(28,17945),(30,15254),(31,18573),(32,10481),(34,9217),(35,14876),(42,7705),(48,14261),(49,16210),(55,20031),(57,19870),(58,3789),(59,7776),(62,6128),(63,17798),(64,10666),(69,8541),(72,9250),(74,13511),(76,13457),(83,13549)]	57.558026
9	[(3,2006),(15,17140),(16,11455),(23,13883),(31,11123),(36,17047),(40,1084),(49,8182),(50,10789),(52,2409),(53,17895),(54,14926),(55,20346),(56,14597),(59,1641),(60,15993),(65,1029),(66,18435),(69,18871),(81,7834),(82,1107),(88,6277),(90,12211),(91,8360)]	57.622263
10	[(2,20076),(8,7655),(13,8161),(15,15304),(19,12604),(24,2198),(27,16499),(34,18113),(36,13953),(37,637),(55,9292),(57,11802),(59,13391),(61,11364),(63,3453),(66,8207),(67,15057),(68,14434),(70,15063),(71,17167),(74,5967),(75,4678),(76,19000),(79,227),(82,58),(87,4519),(88,10527)]	57.987912
11	[(0,2504),(5,7989),(8,16720),(17,10835),(19,13804),(23,5698),(24,14848),(30,16212),(33,10191),(35,11655),(36,10176),(43,605),(46,8514),(48,3118),(53,17922),(57,11900),(61,17821),(62,11620),(68,7000),(69,15725),(70,18832),(71,4475),(72,5387),(73,6968),(74,16172),(82,14087),(87,13855)]	57.361917
12	[(0,20041),(1,10470),(4,6359),(5,16988),(13,903),(14,9940),(16,3040),(23,7057),(25,17224),(27,12955),(30,1306),(31,5244),(32,3251),(37,1091),(47,10131),(49,3748),(52,624),(54,4896),(56,12508),(60,7336),(65,11347),(68,100),(69,16632),(71,16663),(76,11666),(81,17140),(82,19756),(86,1754),(87,11601),(89,9652)]	58.218618
13	[(1,2191),(3,16666),(4,15607),(5,9039),(7,11448),(8,3203),(14,9227),(19,13476),(23,16436),(29,4347),(30,9981),(34,12438),(36,13520),(44,8158),(45,11980),(46,5529),(49,10487),(54,5468),(55,4932),(61,17097),(68,8567),(70,19),(71,1754),(72,11601),(75,7226),(76,16507),(78,4223),(80,1436),(87,8289),(90,9814)]	59.529639
14	[(0,1541),(4,12931),(5,2253),(7,10563),(8,9382),(15,15233),(20,15485),(22,8683),(24,2922),(28,7023),(29,11757),(31,12468),(33,11477),(38,8487),(39,1514),(40,15850),(44,10490),(50,17864),(51,7409),(52,13218),(53,14379),(56,11734),(57,15868),(62,16550),(64,2381),(65,13389),(67,5175),(68,14829),(69,5269),(72,2266),(80,1446),(83,8168),(84,6599),(87,1058),(91,14939),(92,15183)]	58.816958
15	[(0,16495),(2,19859),(3,4318),(5,8831),(7,10633),(13,19000),(21,13570),(23,19675),(29,19761),(41,1956),(44,15836),(45,4806),(46,16131),(47,19164),(53,1087),(63,5475),(69,7367),(75,5253),(78,11326),(79,14952),(80,470),(85,6125),(88,9335),(90,18600)]	59.896473
16	[(0,13886),(2,276),(3,17371),(7,10917),(8,15943),(9,426),(10,11483),(12,19288),(20,9813),(25,19195),(26,3907),(28,12399),(32,16406),(33,5887),(36,15507),(39,12247),(41,11183),(43,15523),(45,7498),(49,18849),(50,16397),(57,3783),(59,14118),(74,7897),(75,18429),(76,19430),(78,4750),(79,1621),(84,1488),(86,19757)]	57.532364
17	[(3,7004),(5,18498),(7,2833),(14,11825),(22,19601),(24,5163),(29,17016),(30,18410),(34,15751),(38,9387),(51,3331),(57,16694),(61,15713),(62,18835),(65,17770),(68,8135),(71,12840),(76,15360),(77,13132),(78,13102),(79,14248),(80,18705),(81,1165),(82,14553),(87,8346),(88,2924),(89,13240)]	62.160435
18	[(3,1454),(5,11957),(6,13096),(17,14278),(20,794),(22,1539),(24,8443),(26,8408),(30,433),(31,4222),(33,8735),(38,19465),(46,10420),(47,5760),(49,7429),(58,4970),(61,18921),(70,4811),(73,2965),(74,18786),(79,10446),(82,3979),(91,190),(92,14456)]	68.862315
