ruleset_index	matches	time_ms
0	[(0,2533),(4,8472),(5,8753),(13,445),(21,448),(34,11160),(40,11600),(42,5821),(43,5350),(45,11144),(57,3922),(66,847),(68,9565),(76,7876)]	68.060884
1	[(4,6112),(10,6390),(17,2746),(24,4885),(32,8077),(35,3040),(36,163),(41,82),(48,6374),(52,8284),(60,2536),(61,8603),(66,10647),(83,3894),(90,3766)]	68.592244
2	[(0,9331),(1,617),(3,10020),(5,271),(7,6863),(12,5283),(15,8310),(27,1460),(38,2533),(44,3004),(49,2582),(52,3169),(54,7355),(71,2475),(72,4769),(74,7319),(83,7349),(89,7859)]	72.139175
3	[(1,3149),(4,572),(14,1702),(17,1049),(21,7822),(23,10986),(27,9486),(33,1906),(34,10750),(40,10361),(48,9400),(49,9724),(55,1471),(67,145),(68,4380),(77,1679),(80,9854),(85,2716),(89,9202),(92,6484)]	67.884651
4	[(16,8308),(17,9134),(22,7396),(27,4281),(28,9909),(35,4879),(41,2205),(50,10893),(53,10866),(57,4228),(60,2210),(67,210),(70,9658),(73,7883)]	67.486438
5	[(2,10598),(8,403),(13,3947),(18,11187),(22,2061),(26,5260),(27,6357),(33,3470),(34,1919),(37,7143),(52,6048),(55,6505),(67,11116),(81,6749),(92,11090)]	69.132111
6	[(1,6001),(5,10688),(6,5684),(8,4387),(9,8563),(26,5179),(30,5677),(36,1991),(38,8297),(46,11259),(57,3177),(70,10376),(72,3255),(79,6838),(90,8583)]	67.624607
7	[(0,5299),(14,4619),(20,2309),(23,3024),(34,3922),(35,8390),(38,2807),(62,9878),(75,9381),(80,4057),(83,3041),(85,7649)]	70.192123
8	[(6,1415),(7,4971),(10,6382),(14,1331),(20,5190),(22,6045),(31,9493),(34,2727),(43,5209),(46,7601),(54,1702),(64,6714),(66,7041),(78,2932),(82,319),(90,5726)]	69.904394
9	[(13,4189),(14,7112),(23,5087),(24,10383),(36,7808),(42,6162),(44,1886),(47,3683),(54,10603),(67,10999),(73,9418),(84,4173),(87,5430),(90,7716)]	77.267095
10	[(3,2256),(9,7414),(17,7805),(21,6324),(24,8637),(25,2112),(37,5424),(47,9014),(57,8068),(66,9005),(72,115),(77,9443),(78,6191),(82,3118),(86,5670),(89,7484),(91,2900)]	69.479271
11	[(0,138),(4,9910),(6,5595),(8,11671),(9,5857),(10,9974),(26,11625),(27,175),(28,553),(31,3206),(34,4747),(35,4865),(40,9428),(44,6100),(52,5838),(61,7013),(68,2516),(70,10761),(76,10880),(81,1579),(83,5885)]	69.086280
12	[(9,8227),(15,3653),(28,6743),(33,4172),(35,3306),(38,7649),(41,8507),(46,7432),(53,8108),(61,2754),(63,3422),(71,4315),(80,7112),(82,11090),(85,5532),(92,5821)]	73.119298
13	[(15,4076),(21,8034),(24,8366),(36,3433),(40,10157),(41,9497),(43,11478),(46,7668),(48,8329),(50,3201),(66,8248),(73,5471),(74,10933),(75,3613),(85,3677),(88,4220)]	68.951238
14	[(3,9580),(9,6733),(13,5771),(14,2165),(22,185),(39,8723),(41,6098),(42,2097),(44,8256),(47,8289),(48,5387),(51,2740),(55,3946),(58,9575),(61,11342),(67,7610),(68,2183),(71,2723),(79,2347),(84,564),(85,9106),(90,9157)]	69.261462
15	[(0,9761),(10,1130),(11,4302),(15,4255),(16,9363),(18,3966),(20,5940),(25,4166),(26,3425),(30,3086),(34,4648),(42,6409),(45,6045),(50,6744),(63,10342),(66,858),(67,4141),(73,395),(83,11590),(88,7397),(89,451)]	68.309583
16	[(8,7358),(24,8881),(35,6926),(43,7235),(52,4136),(59,153),(79,2628),(84,6892),(87,6405),(88,3051),(89,9772),(92,5505)]	67.936153
17	[(18,5452),(22,1166),(26,1312),(30,11447),(34,9634),(36,10631),(44,1578),(48,7740),(53,6552),(57,11658),(60,11189),(67,6826),(70,11253),(83,5055),(87,1818),(88,3807)]	71.566988
18	[(7,2666),(15,7626),(16,11183),(19,1544),(31,9098),(33,6484),(43,9340),(45,1831),(48,765),(53,5134),(55,1510),(62,5893),(72,9071),(92,7443)]	71.798204
19	[(5,4296),(12,10716),(18,10357),(20,1888),(26,7586),(30,4755),(31,9383),(35,1531),(44,10926),(46,2069),(47,6997),(48,8578),(51,3048),(64,7205),(68,8791),(75,1967),(81,3084),(82,498),(87,4329)]	72.062376
20	[(11,1365),(12,3861),(16,3728),(20,6513),(25,3773),(29,7016),(31,4350),(33,6132),(37,4237),(38,115),(44,2376),(46,223),(54,6259),(56,5034),(61,6686),(62,8836),(69,5374),(73,8360),(80,7732),(84,9073),(86,7011),(88,4644),(89,8127)]	73.136018
21	[(0,6144),(3,1001),(5,1651),(10,3891),(17,844),(20,5997),(27,2359),(32,2697),(44,7079),(66,9765),(73,2708),(79,6719),(84,5870)]	65.960115
22	[(20,9288),(23,11429),(25,3054),(28,9734),(31,9086),(41,3253),(49,8007),(51,8408),(55,5232),(64,9629),(66,10232),(68,7834),(69,5060),(70,9427),(71,4721),(73,1099),(75,6573),(81,2148)]	70.654213
23	[(6,5403),(10,9842),(11,939),(17,11026),(22,6665),(26,9752),(29,8834),(52,3839),(53,6379),(56,9530),(59,4039),(61,4180),(62,1385),(66,10641),(67,1738),(72,2882),(82,4402),(87,9781),(89,9729)]	72.927973
24	[(4,2292),(13,4346),(16,7909),(17,3754),(18,3024),(20,9678),(23,7784),(25,4397),(26,7114),(33,8161),(34,24),(39,2922),(43,6951),(52,7852),(54,1043),(58,2879),(60,5819),(62,4189),(68,4074),(78,9265),(83,8465),(89,177),(91,6796),(92,3145)]	79.639619
25	[(1,1382),(2,1516),(4,6716),(5,11518),(22,3931),(25,6144),(28,11482),(30,11618),(40,11100),(47,8823),(48,3401),(62,10116),(65,7702),(71,9895),(73,2312),(75,3112),(86,11264),(90,11250)]	69.025064
26	[(4,3276),(6,1691),(9,4155),(14,895),(15,218),(19,11076),(24,1543),(30,5036),(38,1357),(44,1146),(49,2579),(52,10886),(56,2871),(62,3771),(63,956),(64,10879),(65,4855),(71,7850),(83,8782),(84,10523),(86,37)]	76.016654
27	[(0,6751),(11,4945),(15,11227),(16,4558),(18,41),(21,1572),(28,5277),(31,10162),(34,6998),(35,8411),(39,2629),(41,11141),(48,4787),(69,10533),(72,2082),(73,9282),(83,6101),(89,4332)]	72.360402
28	[(0,3039),(1,10459),(15,828),(16,4249),(25,3789),(26,1281),(28,3074),(29,9768),(30,52),(33,5280),(35,4239),(38,9803),(39,10491),(40,3954),(51,1704),(53,2244),(55,6598),(68,3458),(74,4667),(77,5158),(78,9992),(79,3270),(85,10153)]	71.082739
29	[(11,6397),(13,1383),(14,99),(21,1927),(22,10464),(25,6320),(31,10783),(42,37),(50,4540),(51,5111),(52,5637),(74,5390),(89,2709),(90,960),(91,9877)]	70.273441
30	[(19,5090),(28,6415),(49,8006),(67,4805),(71,4611),(74,4633),(84,519),(89,4418)]	70.696601
31	[(6,10654),(17,10996),(19,4746),(20,2046),(23,10623),(27,6545),(28,10903),(32,71),(35,7989),(37,6399),(38,4390),(39,256),(44,2848),(45,8527),(50,1515),(56,3199),(58,6783),(60,7191),(70,2140),(73,1506),(74,4959),(76,8133),(79,7528),(84,1742),(88,9775)]	40.552941
32	[(1,4427),(2,7930),(3,5944),(16,5009),(18,8514),(37,11069),(40,4151),(44,4256),(46,11226),(54,11419),(57,3139),(59,1412),(60,9370),(61,2733),(70,3723),(73,412),(84,9530),(87,9515),(89,5461),(91,11168)]	36.500103
33	[(0,870),(1,3552),(13,1980),(15,4699),(20,6288),(21,1079),(32,8046),(34,9017),(38,3209),(39,225),(43,7888),(44,6380),(45,7147),(46,9854),(48,2167),(52,428),(54,11488),(57,58),(66,8292),(77,493),(87,5862)]	36.307451
34	[(1,4021),(23,1227),(27,4906),(31,8679),(33,6144),(34,3740),(37,6420),(40,7557),(43,7338),(46,3564),(50,473),(59,8818),(61,2534),(65,1602),(67,8998),(72,7800),(74,11217),(83,162),(88,2208)]	35.967025
